TR_S04_PTO_STO(100)_750c_200mT_1000sh_3hz_XRR_04072026	
2θ, °	Intensity, cps
1.39199995994568	1745.77233886719
1.39600002765656	1682.77111816406
1.39999997615814	1719.63537597656
1.40400004386902	1702.85961914063
1.40799999237061	1670.26953125
1.41199994087219	1702.94177246094
1.41600000858307	1697.12487792969
1.41999995708466	1603.87536621094
1.42400002479553	1539.43701171875
1.42799997329712	1699.81005859375
1.432000041008	1571.36633300781
1.43599998950958	1561.58850097656
1.44000005722046	1524.42272949219
1.44400000572205	1509.15979003906
1.44799995422363	1511.30725097656
1.45200002193451	1522.93640136719
1.4559999704361	1407.24243164063
1.46000003814697	1549.21911621094
1.46399998664856	1416.76989746094
1.46800005435944	1349.68676757813
1.47200000286102	1362.25329589844
1.47599995136261	1307.60327148438
1.48000001907349	1365.55578613281
1.48399996757507	1340.24243164063
1.48800003528595	1344.72326660156
1.49199998378754	1336.46313476563
1.49600005149841	1258.23327636719
1.5	1321.17687988281
1.50399994850159	1246.32666015625
1.50800001621246	1260.2763671875
1.51199996471405	1272.52160644531
1.51600003242493	1200.80212402344
1.51999998092651	1200.32177734375
1.52400004863739	1169.14672851563
1.52799999713898	1226.4580078125
1.53199994564056	1232.25756835938
1.53600001335144	1133.11083984375
1.53999996185303	1105.69067382813
1.5440000295639	1128.08312988281
1.54799997806549	1159.44409179688
1.55200004577637	1075.54833984375
1.55599999427795	1157.39929199219
1.55999994277954	1070.18469238281
1.56400001049042	1113.16906738281
1.567999958992	1115.36853027344
1.57200002670288	1127.23474121094
1.57599997520447	1051.88732910156
1.58000004291534	984.267761230469
1.58399999141693	1058.00036621094
1.58800005912781	1016.77154541016
1.59200000762939	1044.63293457031
1.59599995613098	974.285888671875
1.60000002384186	1037.42138671875
1.60399997234344	1033.00085449219
1.60800004005432	934.75830078125
1.61199998855591	1022.79583740234
1.61600005626678	918.083984375
1.62000000476837	959.296752929688
1.62399995326996	973.879211425781
1.62800002098083	975.153076171875
1.63199996948242	935.827819824219
1.6360000371933	965.964172363281
1.63999998569489	878.070495605469
1.64400005340576	908.9892578125
1.64800000190735	921.94287109375
1.65199995040894	826.374450683594
1.65600001811981	848.369567871094
1.6599999666214	895.255615234375
1.66400003433228	889.813659667969
1.66799998283386	835.463806152344
1.67200005054474	788.392150878906
1.67599999904633	801.996032714844
1.67999994754791	846.766174316406
1.68400001525879	822.794372558594
1.68799996376038	804.580200195313
1.69200003147125	831.0419921875
1.69599997997284	808.410705566406
1.70000004768372	802.791931152344
1.7039999961853	733.872314453125
1.70799994468689	749.072387695313
1.71200001239777	782.202270507813
1.71599996089935	832.164794921875
1.72000002861023	754.677917480469
1.72399997711182	803.204040527344
1.72800004482269	722.473388671875
1.73199999332428	709.568908691406
1.73599994182587	678.658569335938
1.74000000953674	686.161987304688
1.74399995803833	752.643249511719
1.74800002574921	698.082763671875
1.75199997425079	712.269165039063
1.75600004196167	710.676696777344
1.75999999046326	735.031372070313
1.76400005817413	595.738830566406
1.76800000667572	703.401916503906
1.77199995517731	667.98974609375
1.77600002288818	641.478881835938
1.77999997138977	706.401123046875
1.78400003910065	604.578002929688
1.78799998760223	658.507263183594
1.79200005531311	585.381591796875
1.7960000038147	642.308898925781
1.79999995231628	626.089477539063
1.80400002002716	611.303649902344
1.80799996852875	616.183654785156
1.81200003623962	677.476135253906
1.81599998474121	592.600463867188
1.82000005245209	618.074829101563
1.82400000095367	582.668579101563
1.82799994945526	536.963012695313
1.83200001716614	564.450622558594
1.83599996566772	604.831420898438
1.8400000333786	588.52294921875
1.84399998188019	546.956848144531
1.84800004959106	495.224609375
1.85199999809265	523.25537109375
1.85599994659424	549.331481933594
1.86000001430511	539.581909179688
1.8639999628067	495.892547607422
1.86800003051758	502.401336669922
1.87199997901917	552.124267578125
1.87600004673004	488.717437744141
1.87999999523163	493.741851806641
1.88399994373322	472.226043701172
1.88800001144409	517.226806640625
1.89199995994568	455.812438964844
1.89600002765656	469.099212646484
1.89999997615814	542.136901855469
1.90400004386902	483.021148681641
1.90799999237061	500.812469482422
1.91199994087219	495.532531738281
1.91600000858307	428.882080078125
1.91999995708466	452.163757324219
1.92400002479553	480.585235595703
1.92799997329712	450.016723632813
1.932000041008	412.590515136719
1.93599998950958	382.896667480469
1.94000005722046	459.838653564453
1.94400000572205	417.272796630859
1.94799995422363	415.107818603516
1.95200002193451	442.659454345703
1.9559999704361	416.362854003906
1.96000003814697	427.787567138672
1.96399998664856	443.184204101563
1.96800005435944	422.379089355469
1.97200000286102	454.961090087891
1.97599995136261	378.179412841797
1.98000001907349	391.173614501953
1.98399996757507	392.707122802734
1.98800003528595	429.921325683594
1.99199998378754	402.51513671875
1.99600005149841	409.951263427734
2	360.149597167969
2.00399994850159	411.671905517578
2.00799989700317	350.577178955078
2.01200008392334	378.667694091797
2.01600003242493	342.134948730469
2.01999998092651	419.845794677734
2.0239999294281	392.574523925781
2.02800011634827	376.534271240234
2.03200006484985	418.521179199219
2.03600001335144	333.960998535156
2.03999996185303	326.743133544922
2.04399991035461	331.427276611328
2.04800009727478	350.665679931641
2.05200004577637	360.540283203125
2.05599999427795	369.305541992188
2.05999994277954	306.914398193359
2.06399989128113	330.629333496094
2.06800007820129	313.399993896484
2.07200002670288	340.175903320313
2.07599997520447	382.926177978516
2.07999992370605	312.200408935547
2.08400011062622	317.859252929688
2.08800005912781	287.585021972656
2.09200000762939	379.520782470703
2.09599995613098	307.053283691406
2.09999990463257	315.571044921875
2.10400009155273	358.356811523438
2.10800004005432	309.178680419922
2.11199998855591	312.058624267578
2.1159999370575	321.833923339844
2.11999988555908	331.126129150391
2.12400007247925	311.165802001953
2.12800002098083	352.548278808594
2.13199996948242	263.295227050781
2.13599991798401	295.793518066406
2.14000010490417	260.852691650391
2.14400005340576	273.574096679688
2.14800000190735	277.06689453125
2.15199995040894	324.465393066406
2.15599989891052	293.486724853516
2.16000008583069	298.9296875
2.16400003433228	258.654449462891
2.16799998283386	304.410186767578
2.17199993133545	260.523284912109
2.17600011825562	270.939910888672
2.1800000667572	265.308959960938
2.18400001525879	226.247055053711
2.18799996376038	253.601806640625
2.19199991226196	244.177047729492
2.19600009918213	254.973098754883
2.20000004768372	281.179077148438
2.2039999961853	274.502777099609
2.20799994468689	236.194305419922
2.21199989318848	208.698303222656
2.21600008010864	259.840545654297
2.22000002861023	240.600784301758
2.22399997711182	215.802886962891
2.2279999256134	229.674560546875
2.23200011253357	227.433135986328
2.23600006103516	278.343048095703
2.24000000953674	271.776153564453
2.24399995803833	222.974212646484
2.24799990653992	257.237945556641
2.25200009346008	282.278076171875
2.25600004196167	238.902099609375
2.25999999046326	245.64582824707
2.26399993896484	214.536849975586
2.26799988746643	197.28401184082
2.2720000743866	209.077499389648
2.27600002288818	192.401794433594
2.27999997138977	238.660888671875
2.28399991989136	263.427886962891
2.28800010681152	185.524154663086
2.29200005531311	250.148513793945
2.2960000038147	212.42350769043
2.29999995231628	206.927917480469
2.30399990081787	208.597457885742
2.30800008773804	200.49885559082
2.31200003623962	219.500961303711
2.31599998474121	210.740875244141
2.3199999332428	205.393325805664
2.32399988174438	180.237075805664
2.32800006866455	225.467376708984
2.33200001716614	171.478652954102
2.33599996566772	211.641586303711
2.33999991416931	175.013336181641
2.34400010108948	195.681625366211
2.34800004959106	184.764663696289
2.35199999809265	196.862442016602
2.35599994659424	199.175964355469
2.35999989509583	188.732086181641
2.36400008201599	193.247207641602
2.36800003051758	192.492172241211
2.37199997901917	182.345138549805
2.37599992752075	187.592498779297
2.38000011444092	155.676498413086
2.3840000629425	174.439910888672
2.38800001144409	175.239379882813
2.39199995994568	197.724212646484
2.39599990844727	175.267608642578
2.40000009536743	159.368865966797
2.40400004386902	217.190582275391
2.40799999237061	196.528381347656
2.41199994087219	159.912536621094
2.41599988937378	183.776184082031
2.42000007629395	150.814727783203
2.42400002479553	170.595657348633
2.42799997329712	155.81005859375
2.43199992179871	153.74382019043
2.43600010871887	159.28092956543
2.44000005722046	150.451034545898
2.44400000572205	168.849319458008
2.44799995422363	160.336898803711
2.45199990272522	181.945068359375
2.45600008964539	154.87451171875
2.46000003814697	154.840866088867
2.46399998664856	145.327560424805
2.46799993515015	186.532501220703
2.47199988365173	130.090209960938
2.4760000705719	135.379516601563
2.48000001907349	140.418823242188
2.48399996757507	159.043121337891
2.48799991607666	160.813247680664
2.49200010299683	125.556854248047
2.49600005149841	151.962783813477
2.5	142.168960571289
2.50399994850159	152.070846557617
2.50799989700317	157.267044067383
2.51200008392334	136.570022583008
2.51600003242493	146.793151855469
2.51999998092651	133.246429443359
2.5239999294281	139.723556518555
2.52800011634827	139.766387939453
2.53200006484985	135.106246948242
