TR_S04_PTO_STO(100)_750c_200mT_1000sh_3hz_XRR_04072026	
2θ, °	Intensity, cps
3.61999988555908	25.1474876403809
3.62400007247925	18.0283279418945
3.62800002098083	28.285364151001
3.63199996948242	27.052282333374
3.63599991798401	42.0672302246094
3.64000010490417	35.0275001525879
3.64400005340576	25.1501865386963
3.64800000190735	34.9958419799805
3.65199995040894	23.5029850006104
3.65599989891052	15.1330184936523
3.66000008583069	15.115797996521
3.66400003433228	13.3902311325073
3.66799998283386	20.01243019104
3.67199993133545	15.2182836532593
3.67600011825562	13.1419639587402
3.6800000667572	13.1466245651245
3.68400001525879	25.029125213623
3.68799996376038	20.0071754455566
3.69199991226196	28.008321762085
3.69600009918213	16.5073356628418
3.70000004768372	16.745849609375
3.7039999961853	14.9724340438843
3.70799994468689	21.7348403930664
3.71199989318848	15.2307605743408
3.71600008010864	23.6253871917725
3.72000002861023	9.97785472869873
3.72399997711182	15.1902294158936
3.7279999256134	19.8837776184082
3.73200011253357	16.8653430938721
3.73600006103516	24.822603225708
3.74000000953674	9.89478588104248
3.74399995803833	20.0898551940918
3.74799990653992	13.348352432251
3.75200009346008	14.987964630127
3.75600004196167	16.7006492614746
3.75999999046326	13.3168601989746
3.76399993896484	13.3595371246338
3.76799988746643	18.3978652954102
3.7720000743866	15.3802223205566
3.77600002288818	18.503137588501
3.77999997138977	18.2711143493652
3.78399991989136	11.7483167648315
3.78800010681152	20.274133682251
3.79200005531311	29.9941215515137
3.7960000038147	11.6078834533691
3.79999995231628	11.685622215271
3.80399990081787	14.8237867355347
3.80800008773804	11.6553468704224
3.81200003623962	16.5637359619141
3.81599998474121	13.4699745178223
3.8199999332428	11.5262002944946
3.82399988174438	11.7878789901733
3.82800006866455	8.36019611358643
3.83200001716614	16.7134799957275
3.83599996566772	13.4132242202759
3.83999991416931	6.61420869827271
3.84400010108948	16.6787605285645
3.84800004959106	23.0437431335449
3.85199999809265	18.3887920379639
3.85599994659424	10.2059803009033
3.85999989509583	16.7351112365723
3.86400008201599	18.5894165039063
3.86800003051758	26.846040725708
3.87199997901917	10.242506980896
3.87599992752075	18.2523498535156
3.88000011444092	13.3362264633179
3.8840000629425	19.9822883605957
3.88800001144409	16.6397933959961
3.89199995994568	20.1603469848633
3.89599990844727	15.07643699646
3.90000009536743	11.6685562133789
3.90400004386902	15.1221828460693
3.90799999237061	16.5527076721191
3.91199994087219	20.0463466644287
3.91599988937378	13.3460206985474
3.92000007629395	10.2357368469238
3.92400002479553	16.5810260772705
3.92799997329712	13.2245559692383
3.93199992179871	25.284049987793
3.93600010871887	8.3699836730957
3.94000005722046	3.24296426773071
3.94400000572205	18.5404109954834
3.94799995422363	20.1806163787842
3.95199990272522	15.0184421539307
3.95600008964539	10.0298185348511
3.96000003814697	13.5082406997681
3.96399998664856	13.4210138320923
3.96799993515015	21.8693885803223
3.97199988365173	11.5346393585205
3.9760000705719	1.68620979785919
3.98000001907349	10.0481767654419
3.98399996757507	13.4266681671143
3.98799991607666	9.84660720825195
3.99200010299683	6.6291036605835
3.99600005149841	15.2956466674805
4	8.3112621307373
4.00400018692017	15.1065092086792
4.00799989700317	16.6702289581299
4.01200008392334	18.2617111206055
4.01599979400635	10.0281839370728
4.01999998092651	14.9595022201538
4.02400016784668	13.5911750793457
4.02799987792969	6.61336040496826
4.03200006484985	16.5580520629883
4.03599977493286	13.219762802124
4.03999996185303	13.186713218689
4.04400014877319	8.41330242156982
4.0479998588562	5.15917110443115
4.05200004577637	8.29562664031982
4.05600023269653	18.3441123962402
4.05999994277954	11.6506490707397
4.06400012969971	5.05858898162842
4.06799983978271	4.87106370925903
4.07200002670288	3.32623291015625
4.07600021362305	5.06080389022827
4.07999992370605	11.5600128173828
4.08400011062622	10.0534200668335
4.08799982070923	6.73334121704102
4.09200000762939	14.8973417282104
4.09600019454956	13.3812808990479
4.09999990463257	15.1878814697266
4.10400009155273	5.07155513763428
4.10799980163574	8.32400226593018
4.11199998855591	14.9359436035156
4.11600017547607	15.1181669235229
4.11999988555908	6.7329421043396
4.12400007247925	8.41806411743164
4.12799978256226	13.2868185043335
4.13199996948242	13.3144779205322
4.13600015640259	6.50293207168579
4.1399998664856	13.3663005828857
4.14400005340576	6.68071126937866
4.14799976348877	9.93904495239258
4.15199995040894	3.35000920295715
4.1560001373291	4.95942974090576
4.15999984741211	5.01470136642456
4.16400003433228	4.97180366516113
4.16800022125244	13.4432525634766
4.17199993133545	11.6443147659302
4.17600011825562	6.72929048538208
4.17999982833862	3.34473204612732
4.18400001525879	11.6176481246948
4.18800020217896	8.45062923431396
4.19199991226196	15.0813694000244
4.19600009918213	5.06703042984009
4.19999980926514	14.9197578430176
4.2039999961853	11.5221672058105
4.20800018310547	13.5252237319946
4.21199989318848	6.75393486022949
4.21600008010864	10.0078315734863
4.21999979019165	13.4790563583374
4.22399997711182	6.81966638565063
4.22800016403198	13.402153968811
4.23199987411499	6.77746772766113
4.23600006103516	6.82683610916138
4.23999977111816	11.7629022598267
4.24399995803833	8.35002422332764
4.2480001449585	11.6796207427979
4.2519998550415	13.3681221008301
4.25600004196167	6.63022708892822
4.26000022888184	11.3875932693481
4.26399993896484	1.66690587997437
4.26800012588501	6.74413061141968
4.27199983596802	6.78371667861938
4.27600002288818	8.40514945983887
4.28000020980835	3.34657120704651
4.28399991989136	15.1898937225342
4.28800010681152	13.4480981826782
4.29199981689453	18.3062114715576
4.2960000038147	8.20730113983154
4.30000019073486	9.96662139892578
4.30399990081787	3.36324572563171
4.30800008773804	8.47038459777832
4.31199979782104	3.42056107521057
4.31599998474121	10.086669921875
4.32000017166138	6.85450887680054
4.32399988174438	8.47083759307861
4.32800006866455	6.62760591506958
4.33199977874756	6.77040338516235
4.33599996566772	3.42247080802917
4.34000015258789	5.00669145584106
4.3439998626709	11.6282339096069
4.34800004959106	11.8680963516235
4.35200023651123	8.4706392288208
4.35599994659424	6.5767297744751
4.3600001335144	10.0091962814331
4.36399984359741	8.41382122039795
4.36800003051758	8.29999160766602
4.37200021743774	10.1483325958252
4.37599992752075	3.26019191741943
4.38000011444092	1.74632883071899
4.38399982452393	5.11159038543701
4.38800001144409	11.6335515975952
4.39200019836426	11.5951051712036
4.39599990844727	1.65773868560791
4.40000009536743	8.25997924804688
4.40399980545044	11.7680196762085
4.40799999237061	8.29415798187256
4.41200017929077	5.09180641174316
4.41599988937378	6.71826267242432
4.42000007629395	1.64356887340546
4.42399978637695	9.94732475280762
4.42799997329712	6.58917713165283
