TR_S06_PTO_LAO(100)_600c_200mT_1000sh_2hz_2 theta omega_04082026{1}	
2θ, °	Intensity, cps
27.5699996948242	0
27.5799999237061	0
27.5900001525879	20.5048179626465
27.6000003814697	0
27.6100006103516	0
27.6200008392334	0
27.6299991607666	20.2693729400635
27.6399993896484	0
27.6499996185303	0
27.6599998474121	0
27.6700000762939	6.80812406539917
27.6800003051758	0
27.6900005340576	20.7187080383301
27.7000007629395	0
27.7099990844727	0
27.7199993133545	0
27.7299995422363	0
27.7399997711182	0
27.75	0
27.7600002288818	0
27.7700004577637	0
27.7800006866455	0
27.7900009155273	0
27.7999992370605	0
27.8099994659424	0
27.8199996948242	0
27.8299999237061	0
27.8400001525879	21.2476806640625
27.8500003814697	0
27.8600006103516	21.1410961151123
27.8700008392334	0
27.8799991607666	0
27.8899993896484	0
27.8999996185303	0
27.9099998474121	0
27.9200000762939	0
27.9300003051758	22.0392208099365
27.9400005340576	0
27.9500007629395	0
27.9599990844727	21.1417236328125
27.9699993133545	0
27.9799995422363	0
27.9899997711182	0
28	0
28.0100002288818	0
28.0200004577637	0
28.0300006866455	0
28.0400009155273	0
28.0499992370605	0
28.0599994659424	0
28.0699996948242	0
28.0799999237061	0
28.0900001525879	0
28.1000003814697	0
28.1100006103516	0
28.1200008392334	0
28.1299991607666	21.0717830657959
28.1399993896484	0
28.1499996185303	0
28.1599998474121	0
28.1700000762939	0
28.1800003051758	0
28.1900005340576	0
28.2000007629395	0
28.2099990844727	21.059419631958
28.2199993133545	0
28.2299995422363	0
28.2399997711182	20.9607219696045
28.25	0
28.2600002288818	0
28.2700004577637	0
28.2800006866455	21.8663387298584
28.2900009155273	0
28.2999992370605	0
28.3099994659424	0
28.3199996948242	0
28.3299999237061	0
28.3400001525879	21.0974674224854
28.3500003814697	0
28.3600006103516	0
28.3700008392334	0
28.3799991607666	0
28.3899993896484	28.2047920227051
28.3999996185303	0
28.4099998474121	0
28.4200000762939	0
28.4300003051758	0
28.4400005340576	0
28.4500007629395	0
28.4599990844727	0
28.4699993133545	0
28.4799995422363	0
28.4899997711182	0
28.5	42.3526191711426
28.5100002288818	0
28.5200004577637	0
28.5300006866455	0
28.5400009155273	0
28.5499992370605	0
