TR_S05_PTO_STO(100)_600c_200mT_1000sh_2hz_2theta omega_04092026	
2θ, °	Intensity, cps
16.747200012207	15.114143371582
16.7520008087158	0
16.756799697876	14.4942436218262
16.7616004943848	0
16.7663993835449	0
16.7712001800537	0
16.7759990692139	0
16.7807998657227	0
16.7856006622314	0
16.7903995513916	0
16.7952003479004	0
16.7999992370605	0
16.8048000335693	0
16.8096008300781	4.71665668487549
16.8143997192383	0
16.8192005157471	0
16.8239994049072	0
16.828800201416	0
16.8335990905762	0
16.838399887085	14.5020895004272
16.8432006835938	0
16.8479995727539	0
16.8528003692627	14.258526802063
16.8575992584229	14.6314830780029
16.8624000549316	0
16.8672008514404	0
16.8719997406006	0
16.8768005371094	0
16.8815994262695	0
16.8864002227783	14.7742414474487
16.8911991119385	0
16.8959999084473	14.2410526275635
16.9008007049561	14.379861831665
16.9055995941162	0
16.910400390625	15.1620006561279
16.9151992797852	0
16.9200000762939	0
16.9248008728027	0
16.9295997619629	0
16.9344005584717	0
16.9391994476318	0
16.9440002441406	14.9828796386719
16.9487991333008	0
16.9535999298096	0
16.9584007263184	14.6485967636108
16.9631996154785	0
16.9680004119873	0
16.9727993011475	0
16.9776000976563	28.8784236907959
16.982400894165	0
16.9871997833252	0
16.992000579834	0
16.9967994689941	0
17.0016002655029	0
17.0063991546631	0
17.0111999511719	0
17.0160007476807	0
17.0207996368408	0
17.0256004333496	14.7836055755615
17.0303993225098	0
17.0352001190186	0
17.0400009155273	0
17.0447998046875	0
17.0496006011963	0
17.0543994903564	0
17.0592002868652	0
17.0639991760254	0
17.0687999725342	4.73270320892334
17.073600769043	0
17.0783996582031	0
17.0832004547119	0
17.0879993438721	0
17.0928001403809	28.9183616638184
17.0976009368896	0
17.1023998260498	0
17.1072006225586	0
17.1119995117188	0
17.1168003082275	0
17.1215991973877	0
17.1263999938965	0
17.1312007904053	0
17.1359996795654	4.52683925628662
17.1408004760742	0
17.1455993652344	0
17.1504001617432	0
17.1551990509033	19.3587379455566
17.1599998474121	0
17.1648006439209	0
17.1695995330811	0
17.1744003295898	14.9741106033325
17.17919921875	0
17.1840000152588	0
17.1888008117676	14.2129011154175
17.1935997009277	0
17.1984004974365	19.6295986175537
17.2031993865967	0
17.2080001831055	0
17.2127990722656	28.1384811401367
17.2175998687744	14.4562854766846
17.2224006652832	0
17.2271995544434	9.79314231872559
17.2320003509521	0
17.2367992401123	0
17.2416000366211	15.0035457611084
17.2464008331299	0
17.25119972229	0
17.2560005187988	14.7297067642212
17.260799407959	0
17.2656002044678	0
17.2703990936279	0
17.2751998901367	29.0430793762207
17.2800006866455	0
17.2847995758057	0
17.2896003723145	0
17.2943992614746	14.7624559402466
17.2992000579834	0
17.3040008544922	0
17.3087997436523	0
17.3136005401611	0
17.3183994293213	0
17.3232002258301	14.3338918685913
17.3279991149902	28.8079605102539
17.332799911499	0
17.3376007080078	14.7457141876221
17.342399597168	4.87522506713867
17.3472003936768	0
17.3519992828369	0
17.3568000793457	14.5249185562134
17.3616008758545	0
17.3663997650146	0
17.3712005615234	0
17.3759994506836	14.8909883499146
17.3808002471924	29.5811195373535
17.3855991363525	0
17.3903999328613	14.3619079589844
17.3952007293701	14.8346376419067
17.3999996185303	0
17.4048004150391	0
17.4095993041992	0
17.414400100708	14.434947013855
17.4192008972168	4.80215978622437
17.423999786377	0
17.4288005828857	0
17.4335994720459	0
17.4384002685547	0
17.4431991577148	0
17.4479999542236	0
17.4528007507324	0
17.4575996398926	0
17.4624004364014	14.7849950790405
17.4671993255615	28.7832126617432
17.4720001220703	15.4011783599854
17.4768009185791	0
17.4815998077393	0
17.486400604248	14.6926975250244
17.4911994934082	0
17.496000289917	14.781231880188
17.5007991790771	0
17.5055999755859	0
17.5104007720947	0
17.5151996612549	0
17.5200004577637	14.2749977111816
17.5247993469238	4.65332365036011
17.5296001434326	15.2606782913208
17.5344009399414	13.7741765975952
17.5391998291016	0
17.5440006256104	0
17.5487995147705	15.0460224151611
17.5536003112793	0
17.5583992004395	29.1232624053955
17.5631999969482	4.79556703567505
17.568000793457	0
17.5727996826172	14.3522024154663
17.577600479126	0
17.5823993682861	15.0825328826904
17.5872001647949	0
17.5919990539551	0
17.5967998504639	0
17.6016006469727	34.6627502441406
17.6063995361328	0
17.6112003326416	0
17.6159992218018	0
17.6208000183105	14.8921480178833
17.6256008148193	0
17.6303997039795	14.8781604766846
17.6352005004883	14.9263114929199
17.6399993896484	14.7467851638794
17.6448001861572	15.4056835174561
17.6495990753174	0
17.6543998718262	0
17.659200668335	4.83715677261353
17.6639995574951	0
17.6688003540039	0
17.6735992431641	14.7004489898682
17.6784000396729	0
17.6832008361816	0
17.6879997253418	0
17.6928005218506	0
17.6975994110107	14.6391868591309
17.7024002075195	14.1543054580688
17.7071990966797	15.1196699142456
17.7119998931885	0
17.7168006896973	0
17.7215995788574	0
17.7264003753662	0
17.7311992645264	0
17.7360000610352	0
17.7408008575439	0
17.7455997467041	0
17.7504005432129	0
17.755199432373	14.454571723938
17.7600002288818	57.6091346740723
17.764799118042	0
17.7695999145508	0
17.7744007110596	0
17.7791996002197	0
17.7840003967285	14.7388639450073
17.7887992858887	14.2410526275635
17.7936000823975	0
17.7984008789063	14.8045454025269
17.8031997680664	0
17.8080005645752	0
17.8127994537354	0
17.8176002502441	0
17.8223991394043	0
17.8271999359131	14.7457141876221
17.8320007324219	14.2157506942749
17.836799621582	0
17.8416004180908	0
17.846399307251	0
17.8512001037598	0
17.8560009002686	14.5561943054199
17.8607997894287	0
17.8656005859375	0
17.8703994750977	0
17.8752002716064	0
17.8799991607666	19.5470790863037
17.8847999572754	0
17.8896007537842	0
17.8943996429443	14.6762790679932
17.8992004394531	4.80589580535889
17.9039993286133	0
17.9088001251221	0
17.9136009216309	0
17.918399810791	14.3087129592896
17.9232006072998	15.0050458908081
17.92799949646	0
17.9328002929688	0
17.9375991821289	0
17.9423999786377	0
17.9472007751465	28.290132522583
17.9519996643066	0
17.9568004608154	0
17.9615993499756	0
17.9664001464844	0
17.9712009429932	14.7235279083252
17.9759998321533	0
17.9808006286621	0
17.9855995178223	19.6652717590332
17.9904003143311	0
17.9951992034912	0
18	0
18.0048007965088	0
18.0095996856689	0
18.0144004821777	0
18.0191993713379	0
18.0240001678467	0
18.0287990570068	13.996000289917
18.0335998535156	0
18.0384006500244	0
18.0431995391846	0
18.0480003356934	15.3174381256104
18.0527992248535	0
18.0576000213623	0
18.0624008178711	14.3383359909058
18.0671997070313	9.55858039855957
18.07200050354	0
18.0767993927002	14.1516132354736
18.081600189209	15.0193881988525
18.0863990783691	14.3847665786743
18.0911998748779	14.4773950576782
18.0960006713867	0
18.1007995605469	0
18.1056003570557	0
18.1103992462158	0
18.1152000427246	14.8108100891113
18.1200008392334	15.2030210494995
18.1247997283936	0
18.1296005249023	14.4035663604736
18.1343994140625	0
18.1392002105713	0
18.1439990997314	0
18.1487998962402	0
18.153600692749	14.3761301040649
18.1583995819092	15.0193881988525
18.163200378418	20.1388072967529
18.1679992675781	0
18.1728000640869	0
18.1776008605957	0
18.1823997497559	0
18.1872005462646	0
18.1919994354248	0
18.1968002319336	0
18.2015991210938	0
18.2063999176025	0
18.2112007141113	0
18.2159996032715	0
18.2208003997803	0
18.2255992889404	14.9131269454956
18.2304000854492	14.5234718322754
18.235200881958	0
18.2399997711182	0
18.244800567627	0
18.2495994567871	0
18.2544002532959	0
18.2591991424561	0
18.2639999389648	0
18.2688007354736	14.3027772903442
18.2735996246338	29.9773540496826
18.2784004211426	0
18.2831993103027	14.3292016983032
18.2880001068115	0
18.2928009033203	0
18.2975997924805	0
18.3024005889893	15.3159875869751
18.3071994781494	0
18.3120002746582	0
18.3167991638184	0
18.3215999603271	0
18.3264007568359	4.70157814025879
18.3311996459961	0
