TR_S05_PTO_STO(100)_600c_200mT_1000sh_2hz_film RC_04092026	
2θ, °	Intensity, cps
23.3400001525879	42.5750122070313
23.3449993133545	0
23.3500003814697	0
23.3549995422363	13.3881206512451
23.3600006103516	0
23.3649997711182	0
23.3700008392334	0
23.375	14.4743700027466
23.3799991607666	13.536961555481
23.3850002288818	0
23.3899993896484	0
23.3950004577637	13.6063070297241
23.3999996185303	0
23.4050006866455	41.4792861938477
23.4099998474121	0
23.4150009155273	0
23.4200000762939	13.902904510498
23.4249992370605	13.6805744171143
23.4300003051758	14.5654678344727
23.4349994659424	28.0495223999023
23.4400005340576	4.46766233444214
23.4449996948242	0
23.4500007629395	18.4473304748535
23.4549999237061	0
23.4599990844727	0
23.4650001525879	0
23.4699993133545	0
23.4750003814697	4.39972114562988
23.4799995422363	0
23.4850006103516	0
23.4899997711182	0
23.4950008392334	0
23.5	18.7441787719727
23.5049991607666	0
23.5100002288818	0
23.5149993896484	0
23.5200004577637	0
23.5249996185303	13.2361164093018
23.5300006866455	0
23.5349998474121	18.3555107116699
23.5400009155273	14.0259866714478
23.5450000762939	27.6992416381836
23.5499992370605	13.9646005630493
23.5550003051758	0
23.5599994659424	13.8741140365601
23.5650005340576	13.8354473114014
23.5699996948242	0
23.5750007629395	32.3906364440918
23.5799999237061	0
23.5849990844727	13.6552352905273
23.5900001525879	0
23.5949993133545	0
23.6000003814697	0
23.6049995422363	0
23.6100006103516	0
23.6149997711182	0
23.6200008392334	0
23.625	0
23.6299991607666	0
23.6350002288818	0
23.6399993896484	0
23.6450004577637	0
23.6499996185303	28.6152114868164
23.6550006866455	0
23.6599998474121	0
23.6650009155273	0
23.6700000762939	0
23.6749992370605	0
23.6800003051758	4.41980361938477
23.6849994659424	32.1618576049805
23.6900005340576	0
23.6949996948242	0
23.7000007629395	0
23.7049999237061	0
23.7099990844727	14.2255048751831
23.7150001525879	0
23.7199993133545	13.5777282714844
23.7250003814697	0
23.7299995422363	14.2936677932739
23.7350006103516	13.4239416122437
23.7399997711182	0
23.7450008392334	0
23.75	0
23.7549991607666	0
23.7600002288818	13.7467432022095
23.7649993896484	0
23.7700004577637	0
23.7749996185303	0
23.7800006866455	13.8188438415527
23.7849998474121	13.4824247360229
23.7900009155273	0
23.7950000762939	13.6613893508911
23.7999992370605	14.1440982818604
23.8050003051758	0
23.8099994659424	0
23.8150005340576	13.7731504440308
23.8199996948242	0
23.8250007629395	0
23.8299999237061	0
23.8349990844727	14.5426969528198
23.8400001525879	0
23.8449993133545	0
23.8500003814697	0
23.8549995422363	0
23.8600006103516	4.7016487121582
23.8649997711182	13.5316495895386
23.8700008392334	27.846549987793
23.875	42.4927864074707
23.8799991607666	0
23.8850002288818	0
23.8899993896484	14.3137359619141
23.8950004577637	0
23.8999996185303	0
23.9050006866455	14.3419761657715
23.9099998474121	0
23.9150009155273	27.6664581298828
23.9200000762939	0
23.9249992370605	0
23.9300003051758	4.60013771057129
23.9349994659424	0
23.9400005340576	0
23.9449996948242	0
23.9500007629395	0
23.9549999237061	0
23.9599990844727	0
23.9650001525879	13.781397819519
23.9699993133545	0
23.9750003814697	0
23.9799995422363	0
23.9850006103516	0
23.9899997711182	13.9561338424683
23.9950008392334	0
24	0
24.0049991607666	4.41833019256592
24.0100002288818	14.7992496490479
24.0149993896484	0
24.0200004577637	0
24.0249996185303	0
24.0300006866455	14.0921659469604
24.0349998474121	14.9247121810913
24.0400009155273	0
24.0450000762939	0
24.0499992370605	13.5666971206665
24.0550003051758	14.1651515960693
24.0599994659424	14.2647504806519
24.0650005340576	42.8491325378418
24.0699996948242	0
24.0750007629395	0
24.0799999237061	14.1997337341309
24.0849990844727	27.8304805755615
24.0900001525879	0
24.0949993133545	0
24.1000003814697	13.4532308578491
24.1049995422363	0
24.1100006103516	27.6724147796631
24.1149997711182	0
24.1200008392334	13.6026077270508
24.125	0
24.1299991607666	0
24.1350002288818	0
24.1399993896484	0
24.1450004577637	0
24.1499996185303	0
24.1550006866455	0
24.1599998474121	0
24.1650009155273	14.7380237579346
24.1700000762939	13.6128587722778
24.1749992370605	0
24.1800003051758	27.1476078033447
24.1849994659424	55.8299179077148
24.1900005340576	0
24.1949996948242	0
24.2000007629395	0
24.2049999237061	0
24.2099990844727	0
24.2150001525879	0
24.2199993133545	0
24.2250003814697	4.44542789459229
24.2299995422363	0
24.2350006103516	0
24.2399997711182	0
24.2450008392334	13.8658428192139
24.25	14.3742275238037
24.2549991607666	0
24.2600002288818	13.4269456863403
24.2649993896484	0
24.2700004577637	0
24.2749996185303	0
24.2800006866455	13.7519950866699
24.2849998474121	0
24.2900009155273	0
24.2950000762939	18.4790477752686
24.2999992370605	13.997838973999
24.3050003051758	0
24.3099994659424	13.759015083313
24.3150005340576	13.9153461456299
24.3199996948242	0
24.3250007629395	27.2741603851318
24.3299999237061	0
24.3349990844727	0
24.3400001525879	0
24.3449993133545	0
24.3500003814697	0
24.3549995422363	0
24.3600006103516	0
24.3649997711182	14.1833944320679
24.3700008392334	0
24.375	29.0356922149658
24.3799991607666	0
24.3850002288818	13.3896970748901
24.3899993896484	0
24.3950004577637	0
24.3999996185303	13.5666103363037
24.4050006866455	0
24.4099998474121	4.66613721847534
24.4150009155273	0
24.4200000762939	0
24.4249992370605	13.7041788101196
24.4300003051758	0
24.4349994659424	0
24.4400005340576	0
24.4449996948242	0
24.4500007629395	4.562255859375
24.4549999237061	28.6350574493408
24.4599990844727	13.8438491821289
24.4650001525879	0
24.4699993133545	0
24.4750003814697	13.8294458389282
24.4799995422363	0
24.4850006103516	13.78746509552
24.4899997711182	13.4082336425781
24.4950008392334	13.8426427841187
24.5	0
24.5049991607666	0
24.5100002288818	0
24.5149993896484	0
24.5200004577637	14.044807434082
24.5249996185303	0
24.5300006866455	0
24.5349998474121	27.6708736419678
24.5400009155273	0
24.5450000762939	14.1302604675293
24.5499992370605	0
24.5550003051758	14.6442861557007
24.5599994659424	4.41033458709717
24.5650005340576	0
24.5699996948242	0
24.5750007629395	0
24.5799999237061	4.41033458709717
24.5849990844727	14.1088075637817
24.5900001525879	0
24.5949993133545	14.2218780517578
24.6000003814697	0
24.6049995422363	0
24.6100006103516	27.6236724853516
24.6149997711182	13.6030988693237
24.6200008392334	0
24.625	0
24.6299991607666	0
24.6350002288818	0
24.6399993896484	0
24.6450004577637	13.2181777954102
24.6499996185303	0
24.6550006866455	14.9152355194092
24.6599998474121	4.51584911346436
24.6650009155273	0
24.6700000762939	0
24.6749992370605	27.0884704589844
24.6800003051758	14.1002225875854
24.6849994659424	14.5131015777588
24.6900005340576	13.8851070404053
24.6949996948242	0
24.7000007629395	0
24.7049999237061	4.63675212860107
24.7099990844727	0
24.7150001525879	14.1369981765747
24.7199993133545	0
24.7250003814697	0
24.7299995422363	13.6927366256714
24.7350006103516	4.61188316345215
24.7399997711182	0
24.7450008392334	0
24.75	14.0966415405273
24.7549991607666	0
24.7600002288818	0
24.7649993896484	13.8429708480835
24.7700004577637	0
24.7749996185303	0
24.7800006866455	0
24.7849998474121	0
24.7900009155273	13.4235954284668
24.7950000762939	0
24.7999992370605	0
24.8050003051758	0
24.8099994659424	0
24.8150005340576	0
24.8199996948242	0
24.8250007629395	0
24.8299999237061	13.7028980255127
24.8349990844727	0
24.8400001525879	0
24.8449993133545	0
24.8500003814697	0
24.8549995422363	0
24.8600006103516	13.7931680679321
24.8649997711182	0
24.8700008392334	0
24.875	14.2755527496338
24.8799991607666	13.7929363250732
24.8850002288818	0
24.8899993896484	0
24.8950004577637	0
24.8999996185303	0
24.9050006866455	0
24.9099998474121	14.3225526809692
24.9150009155273	0
24.9200000762939	13.7775726318359
24.9249992370605	0
24.9300003051758	0
24.9349994659424	0
24.9400005340576	0
24.9449996948242	0
24.9500007629395	18.3888778686523
24.9549999237061	0
24.9599990844727	13.8364334106445
24.9650001525879	0
24.9699993133545	0
24.9750003814697	0
24.9799995422363	0
24.9850006103516	0
24.9899997711182	0
24.9950008392334	0
25	0
25.0049991607666	0
25.0100002288818	0
25.0149993896484	0
25.0200004577637	0
25.0249996185303	0
25.0300006866455	0
25.0349998474121	0
25.0400009155273	0
25.0450000762939	4.7016487121582
25.0499992370605	18.868221282959
25.0550003051758	13.8049049377441
25.0599994659424	0
25.0650005340576	0
25.0699996948242	0
25.0750007629395	0
25.0799999237061	13.7344617843628
25.0849990844727	0
25.0900001525879	0
25.0949993133545	0
25.1000003814697	0
25.1049995422363	0
25.1100006103516	0
25.1149997711182	13.4952802658081
25.1200008392334	0
25.125	0
25.1299991607666	0
25.1350002288818	0
25.1399993896484	0
25.1450004577637	0
25.1499996185303	13.2577838897705
25.1550006866455	13.9980344772339
25.1599998474121	0
25.1650009155273	0
25.1700000762939	0
25.1749992370605	0
25.1800003051758	0
25.1849994659424	0
25.1900005340576	0
25.1949996948242	0
25.2000007629395	13.7966079711914
25.2049999237061	0
25.2099990844727	0
25.2150001525879	0
25.2199993133545	0
25.2250003814697	0
25.2299995422363	0
25.2350006103516	0
25.2399997711182	0
25.2450008392334	0
25.25	0
25.2549991607666	28.4287452697754
25.2600002288818	0
25.2649993896484	0
25.2700004577637	0
25.2749996185303	0
25.2800006866455	13.7538890838623
25.2849998474121	14.5099306106567
25.2900009155273	0
25.2950000762939	18.6487483978271
25.2999992370605	13.9977474212646
25.3050003051758	0
25.3099994659424	0
25.3150005340576	0
25.3199996948242	0
25.3250007629395	14.0259866714478
25.3299999237061	4.69649505615234
25.3349990844727	0
25.3400001525879	0
25.3449993133545	0
25.3500003814697	0
25.3549995422363	0
25.3600006103516	14.0335321426392
25.3649997711182	28.3767070770264
25.3700008392334	0
25.375	0
25.3799991607666	0
25.3850002288818	0
25.3899993896484	14.381534576416
25.3950004577637	28.0787410736084
25.3999996185303	0
25.4050006866455	0
25.4099998474121	4.67237567901611
25.4150009155273	0
25.4200000762939	14.1407775878906
25.4249992370605	0
25.4300003051758	14.0997476577759
25.4349994659424	0
25.4400005340576	0
25.4449996948242	0
25.4500007629395	0
25.4549999237061	0
25.4599990844727	0
25.4650001525879	13.5233306884766
25.4699993133545	0
25.4750003814697	0
25.4799995422363	0
25.4850006103516	0
25.4899997711182	0
25.4950008392334	14.0550498962402
25.5	28.9061489105225
25.5049991607666	0
25.5100002288818	0
25.5149993896484	0
25.5200004577637	0
25.5249996185303	14.3288421630859
25.5300006866455	14.0011072158813
25.5349998474121	0
25.5400009155273	0
25.5450000762939	14.0997476577759
25.5499992370605	0
25.5550003051758	0
25.5599994659424	0
25.5650005340576	0
25.5699996948242	0
25.5750007629395	0
25.5799999237061	0
25.5849990844727	0
25.5900001525879	0
25.5949993133545	0
25.6000003814697	0
25.6049995422363	0
25.6100006103516	0
25.6149997711182	0
25.6200008392334	0
25.625	0
25.6299991607666	0
25.6350002288818	0
25.6399993896484	0
25.6450004577637	4.4616527557373
25.6499996185303	4.65505218505859
25.6550006866455	0
25.6599998474121	0
25.6650009155273	13.5149908065796
25.6700000762939	27.993616104126
25.6749992370605	0
25.6800003051758	0
25.6849994659424	0
25.6900005340576	0
25.6949996948242	0
25.7000007629395	0
25.7049999237061	0
25.7099990844727	0
25.7150001525879	14.1847848892212
25.7199993133545	13.7723445892334
25.7250003814697	17.9832744598389
25.7299995422363	0
25.7350006103516	13.9512844085693
25.7399997711182	0
25.7450008392334	0
25.75	0
25.7549991607666	14.3742275238037
25.7600002288818	0
25.7649993896484	0
25.7700004577637	0
25.7749996185303	14.5374870300293
25.7800006866455	0
25.7849998474121	0
25.7900009155273	0
25.7950000762939	0
25.7999992370605	14.4532346725464
25.8050003051758	0
25.8099994659424	0
25.8150005340576	0
25.8199996948242	0
25.8250007629395	0
25.8299999237061	0
25.8349990844727	14.6237850189209
25.8400001525879	14.4801692962646
25.8449993133545	0
25.8500003814697	0
25.8549995422363	27.665599822998
25.8600006103516	0
25.8649997711182	0
25.8700008392334	0
25.875	0
25.8799991607666	0
25.8850002288818	0
25.8899993896484	0
25.8950004577637	0
25.8999996185303	0
25.9050006866455	18.156909942627
25.9099998474121	0
25.9150009155273	0
25.9200000762939	0
25.9249992370605	0
25.9300003051758	0
25.9349994659424	0
25.9400005340576	13.5194902420044
25.9449996948242	14.6440601348877
25.9500007629395	0
25.9549999237061	14.1190557479858
25.9599990844727	0
25.9650001525879	0
25.9699993133545	0
25.9750003814697	0
25.9799995422363	0
25.9850006103516	13.8956089019775
25.9899997711182	14.4737787246704
25.9950008392334	18.6803112030029
26	0
