TR_S05_PTO_STO(100)_600c_200mT_1000sh_2hz_film RC_04092026	
2θ, °	Intensity, cps
18.6350002288818	0
18.6399993896484	14.133150100708
18.6450004577637	0
18.6499996185303	0
18.6550006866455	0
18.6599998474121	0
18.6650009155273	0
18.6700000762939	0
18.6749992370605	0
18.6800003051758	14.0410203933716
18.6849994659424	0
18.6900005340576	4.4210057258606
18.6949996948242	0
18.7000007629395	0
18.7049999237061	0
18.7099990844727	0
18.7150001525879	0
18.7199993133545	0
18.7250003814697	14.6700220108032
18.7299995422363	4.47422647476196
18.7350006103516	13.5955781936646
18.7399997711182	0
18.7450008392334	0
18.75	0
18.7549991607666	0
18.7600002288818	13.858847618103
18.7649993896484	0
18.7700004577637	0
18.7749996185303	0
18.7800006866455	0
18.7849998474121	14.633563041687
18.7900009155273	0
18.7950000762939	0
18.7999992370605	27.9803428649902
18.8050003051758	14.1817331314087
18.8099994659424	0
18.8150005340576	0
18.8199996948242	0
18.8250007629395	29.7596035003662
18.8299999237061	0
18.8349990844727	0
18.8400001525879	42.3092193603516
18.8449993133545	14.3225526809692
18.8500003814697	0
18.8549995422363	14.0570373535156
18.8600006103516	13.8769769668579
18.8649997711182	0
18.8700008392334	0
18.875	0
18.8799991607666	13.8110609054565
18.8850002288818	0
18.8899993896484	0
18.8950004577637	4.69047927856445
18.8999996185303	0
18.9050006866455	13.4473466873169
18.9099998474121	0
18.9150009155273	0
18.9200000762939	14.1204042434692
18.9249992370605	0
18.9300003051758	0
18.9349994659424	27.5399303436279
18.9400005340576	0
18.9449996948242	0
18.9500007629395	0
18.9549999237061	0
18.9599990844727	0
18.9650001525879	0
18.9699993133545	0
18.9750003814697	4.61921358108521
18.9799995422363	0
18.9850006103516	0
18.9899997711182	0
18.9950008392334	0
19	0
19.0049991607666	41.4142150878906
19.0100002288818	0
19.0149993896484	0
19.0200004577637	14.0331411361694
19.0249996185303	0
19.0300006866455	0
19.0349998474121	0
19.0400009155273	13.5751838684082
19.0450000762939	42.7334060668945
19.0499992370605	0
19.0550003051758	0
19.0599994659424	0
19.0650005340576	14.51828956604
19.0699996948242	0
19.0750007629395	4.45718860626221
19.0799999237061	14.1226072311401
19.0849990844727	0
19.0900001525879	0
19.0949993133545	0
19.1000003814697	0
19.1049995422363	0
19.1100006103516	0
19.1149997711182	14.0326356887817
19.1200008392334	0
19.125	0
19.1299991607666	0
19.1350002288818	0
19.1399993896484	0
19.1450004577637	0
19.1499996185303	0
19.1550006866455	14.0550498962402
19.1599998474121	0
19.1650009155273	14.3022651672363
19.1700000762939	0
19.1749992370605	0
19.1800003051758	0
19.1849994659424	0
19.1900005340576	0
19.1949996948242	0
19.2000007629395	4.64527750015259
19.2049999237061	13.41197681427
19.2099990844727	0
19.2150001525879	0
19.2199993133545	0
19.2250003814697	0
19.2299995422363	13.8933296203613
19.2350006103516	0
19.2399997711182	0
19.2450008392334	0
19.25	13.6872310638428
19.2549991607666	0
19.2600002288818	0
19.2649993896484	0
19.2700004577637	0
19.2749996185303	27.1940670013428
19.2800006866455	0
19.2849998474121	0
19.2900009155273	14.1422529220581
19.2950000762939	14.2792634963989
19.2999992370605	14.067268371582
19.3050003051758	13.6686563491821
19.3099994659424	0
19.3150005340576	28.2185077667236
19.3199996948242	13.7922401428223
19.3250007629395	14.1327838897705
19.3299999237061	0
19.3349990844727	0
19.3400001525879	0
19.3449993133545	41.2844390869141
19.3500003814697	27.6947212219238
19.3549995422363	0
19.3600006103516	0
19.3649997711182	0
19.3700008392334	0
19.375	4.51167058944702
19.3799991607666	0
19.3850002288818	0
19.3899993896484	0
19.3950004577637	0
19.3999996185303	13.6552352905273
19.4050006866455	0
19.4099998474121	0
19.4150009155273	0
19.4200000762939	0
19.4249992370605	0
19.4300003051758	41.6891632080078
19.4349994659424	14.3174047470093
19.4400005340576	0
19.4449996948242	13.8481216430664
19.4500007629395	0
19.4549999237061	0
19.4599990844727	0
19.4650001525879	0
19.4699993133545	0
19.4750003814697	0
19.4799995422363	13.6094331741333
19.4850006103516	0
19.4899997711182	13.2983589172363
19.4950008392334	14.2410449981689
19.5	0
19.5049991607666	13.9999122619629
19.5100002288818	0
19.5149993896484	0
19.5200004577637	27.3657703399658
19.5249996185303	14.3947649002075
19.5300006866455	0
19.5349998474121	13.6996698379517
19.5400009155273	0
19.5450000762939	14.4106578826904
19.5499992370605	27.21266746521
19.5550003051758	0
19.5599994659424	13.9102201461792
19.5650005340576	13.9783792495728
19.5699996948242	27.8344631195068
19.5750007629395	14.2361211776733
19.5799999237061	0
19.5849990844727	13.9076490402222
19.5900001525879	0
19.5949993133545	27.1406230926514
19.6000003814697	13.8218908309937
19.6049995422363	28.3490619659424
19.6100006103516	13.545711517334
19.6149997711182	13.48512840271
19.6200008392334	32.4739837646484
19.625	0
19.6299991607666	0
19.6350002288818	0
19.6399993896484	0
19.6450004577637	0
19.6499996185303	0
19.6550006866455	28.3725547790527
19.6599998474121	0
19.6650009155273	0
19.6700000762939	0
19.6749992370605	0
19.6800003051758	32.6422462463379
19.6849994659424	0
19.6900005340576	0
19.6949996948242	0
19.7000007629395	0
19.7049999237061	13.4315891265869
19.7099990844727	0
19.7150001525879	0
19.7199993133545	14.705545425415
19.7250003814697	0
19.7299995422363	0
19.7350006103516	0
