TR_S07_PTO_STO(100)_600c_variable pressure_2000sh_3hz_2theta omega_04102026{1}	
2θ, °	Intensity, cps
16.3584003448486	0
16.3631992340088	0
16.3680000305176	14.4877910614014
16.3728008270264	0
16.3775997161865	0
16.3824005126953	14.0100135803223
16.3871994018555	0
16.3920001983643	14.0920763015747
16.3967990875244	0
16.4015998840332	0
16.406400680542	4.80251741409302
16.4111995697021	29.4290618896484
16.4160003662109	4.64827060699463
16.4207992553711	0
16.4256000518799	13.9911708831787
16.4304008483887	0
16.4351997375488	0
16.4400005340576	0
16.4447994232178	14.0920763015747
16.4496002197266	0
16.4543991088867	0
16.4591999053955	0
16.4640007019043	0
16.4687995910645	4.68355274200439
16.4736003875732	19.1589412689209
16.4783992767334	14.2011756896973
16.4832000732422	0
16.488000869751	14.935079574585
16.4927997589111	28.9012222290039
16.4976005554199	0
16.5023994445801	0
16.5072002410889	0
16.511999130249	0
16.5167999267578	14.4680290222168
16.5216007232666	0
16.5263996124268	0
16.5312004089355	0
16.5359992980957	0
16.5408000946045	0
16.5456008911133	0
16.5503997802734	14.6925430297852
16.5552005767822	14.4257202148438
16.5599994659424	14.92529296875
16.5648002624512	0
16.5695991516113	0
16.5743999481201	0
16.5792007446289	4.59081697463989
16.5839996337891	0
16.5888004302979	0
16.593599319458	0
16.5984001159668	0
16.6032009124756	0
16.6079998016357	0
16.6128005981445	15.4011783599854
16.6175994873047	29.7097587585449
16.6224002838135	14.4518232345581
16.6271991729736	0
16.6319999694824	0
16.6368007659912	0
16.6415996551514	43.1895904541016
16.6464004516602	0
16.6511993408203	0
16.6560001373291	0
16.6608009338379	0
16.665599822998	0
16.6704006195068	28.6685962677002
16.675199508667	0
16.6800003051758	13.7599792480469
16.6847991943359	0
16.6895999908447	0
16.6944007873535	0
16.6991996765137	0
16.7040004730225	14.0072288513184
16.7087993621826	29.556022644043
16.7136001586914	0
16.7183990478516	0
16.7231998443604	0
16.7280006408691	0
16.7327995300293	0
16.7376003265381	0
16.7423992156982	14.6684246063232
16.747200012207	14.7405233383179
16.7520008087158	14.6494293212891
16.756799697876	0
16.7616004943848	0
16.7663993835449	0
16.7712001800537	15.1029529571533
16.7759990692139	0
16.7807998657227	13.9904899597168
16.7856006622314	14.6564445495605
16.7903995513916	0
16.7952003479004	28.6350555419922
16.7999992370605	0
16.8048000335693	0
16.8096008300781	0
16.8143997192383	14.6623201370239
16.8192005157471	0
16.8239994049072	19.3272609710693
16.828800201416	14.5160055160522
16.8335990905762	15.1326875686646
16.838399887085	0
16.8432006835938	0
16.8479995727539	0
16.8528003692627	0
16.8575992584229	19.6539916992188
16.8624000549316	0
16.8672008514404	0
16.8719997406006	0
16.8768005371094	0
16.8815994262695	4.5431866645813
16.8864002227783	0
16.8911991119385	0
16.8959999084473	0
16.9008007049561	15.4058685302734
16.9055995941162	0
16.910400390625	0
16.9151992797852	0
16.9200000762939	0
16.9248008728027	28.6106700897217
16.9295997619629	14.8921480178833
16.9344005584717	19.1642913818359
16.9391994476318	14.41051197052
16.9440002441406	14.5354986190796
16.9487991333008	14.1132192611694
16.9535999298096	14.7599296569824
16.9584007263184	0
16.9631996154785	0
16.9680004119873	0
16.9727993011475	14.9065771102905
16.9776000976563	14.9982538223267
16.982400894165	29.6516151428223
16.9871997833252	0
16.992000579834	0
16.9967994689941	0
17.0016002655029	0
17.0063991546631	0
17.0111999511719	19.0321445465088
17.0160007476807	14.6512575149536
17.0207996368408	0
17.0256004333496	0
17.0303993225098	0
17.0352001190186	14.2552490234375
17.0400009155273	15.0998220443726
17.0447998046875	0
17.0496006011963	14.5138597488403
17.0543994903564	28.6087799072266
17.0592002868652	0
17.0639991760254	0
17.0687999725342	0
17.073600769043	14.7163305282593
17.0783996582031	14.6485967636108
17.0832004547119	0
17.0879993438721	14.3797559738159
17.0928001403809	0
17.0976009368896	0
17.1023998260498	14.8426952362061
17.1072006225586	0
17.1119995117188	47.9088287353516
17.1168003082275	0
17.1215991973877	0
17.1263999938965	0
17.1312007904053	0
17.1359996795654	0
17.1408004760742	0
17.1455993652344	14.457221031189
17.1504001617432	0
17.1551990509033	0
17.1599998474121	28.9913482666016
17.1648006439209	0
17.1695995330811	0
17.1744003295898	0
17.17919921875	0
17.1840000152588	14.6412000656128
17.1888008117676	0
17.1935997009277	18.8992538452148
17.1984004974365	14.6895427703857
17.2031993865967	14.599591255188
17.2080001831055	14.1295194625854
17.2127990722656	0
17.2175998687744	29.3590621948242
17.2224006652832	0
17.2271995544434	14.1373472213745
17.2320003509521	14.4872980117798
17.2367992401123	4.80632448196411
17.2416000366211	14.6125774383545
17.2464008331299	0
17.25119972229	0
17.2560005187988	44.0581359863281
17.260799407959	0
17.2656002044678	0
17.2703990936279	29.8240280151367
17.2751998901367	0
17.2800006866455	0
17.2847995758057	0
17.2896003723145	14.5301418304443
17.2943992614746	28.8764400482178
17.2992000579834	0
17.3040008544922	0
17.3087997436523	0
17.3136005401611	0
17.3183994293213	0
17.3232002258301	0
17.3279991149902	0
17.332799911499	33.5911445617676
17.3376007080078	15.0484838485718
17.342399597168	0
17.3472003936768	0
17.3519992828369	0
17.3568000793457	14.3879852294922
17.3616008758545	0
17.3663997650146	0
17.3712005615234	0
17.3759994506836	0
17.3808002471924	0
17.3855991363525	0
17.3903999328613	0
17.3952007293701	0
17.3999996185303	4.87790775299072
17.4048004150391	44.3803939819336
17.4095993041992	0
17.414400100708	14.5909605026245
17.4192008972168	14.5573396682739
17.423999786377	0
17.4288005828857	0
17.4335994720459	0
17.4384002685547	14.6464242935181
17.4431991577148	0
17.4479999542236	0
17.4528007507324	0
17.4575996398926	0
17.4624004364014	0
17.4671993255615	15.1160888671875
17.4720001220703	0
17.4768009185791	4.6826000213623
17.4815998077393	28.8606986999512
17.486400604248	0
17.4911994934082	0
17.496000289917	14.6189632415771
17.5007991790771	0
17.5055999755859	0
17.5104007720947	0
17.5151996612549	0
17.5200004577637	28.7830295562744
17.5247993469238	0
17.5296001434326	0
17.5344009399414	0
17.5391998291016	0
17.5440006256104	0
17.5487995147705	15.0505933761597
