TR_S05_PTO_STO(100)_600c_200mT_1000sh_2hz_Sub RC_04092026	
2θ, °	Intensity, cps
21.2399997711182	310.692504882813
21.2450008392334	331.845947265625
21.25	413.679260253906
21.2549991607666	333.057678222656
21.2600002288818	288.511871337891
21.2649993896484	294.478454589844
21.2700004577637	495.409851074219
21.2749996185303	375.403503417969
21.2800006866455	341.645202636719
21.2849998474121	224.34765625
21.2900009155273	334.862579345703
21.2950000762939	325.577789306641
21.2999992370605	329.322052001953
21.3050003051758	203.391998291016
21.3099994659424	255.537078857422
21.3150005340576	358.779754638672
21.3199996948242	326.546112060547
21.3250007629395	218.965606689453
21.3299999237061	295.983856201172
21.3349990844727	431.753479003906
21.3400001525879	320.0263671875
21.3449993133545	251.88916015625
21.3500003814697	207.232940673828
21.3549995422363	403.94287109375
21.3600006103516	243.724563598633
21.3649997711182	376.512664794922
21.3700008392334	258.821929931641
21.375	330.894561767578
21.3799991607666	395.113616943359
21.3850002288818	305.350402832031
21.3899993896484	178.548095703125
21.3950004577637	477.092041015625
21.3999996185303	288.097106933594
21.4050006866455	262.966247558594
21.4099998474121	335.057586669922
21.4150009155273	428.310089111328
21.4200000762939	324.081176757813
21.4249992370605	293.019592285156
21.4300003051758	293.802276611328
21.4349994659424	336.812927246094
21.4400005340576	337.567932128906
21.4449996948242	280.392883300781
21.4500007629395	275.886413574219
21.4549999237061	305.662139892578
21.4599990844727	316.025329589844
21.4650001525879	279.010284423828
21.4699993133545	331.737274169922
21.4750003814697	305.767944335938
21.4799995422363	289.988494873047
21.4850006103516	231.902740478516
21.4899997711182	312.056976318359
21.4950008392334	437.096649169922
21.5	399.400756835938
21.5049991607666	318.451629638672
21.5100002288818	217.20832824707
21.5149993896484	386.12841796875
21.5200004577637	440.047454833984
21.5249996185303	320.813262939453
21.5300006866455	354.011810302734
21.5349998474121	421.86181640625
21.5400009155273	300.910552978516
21.5450000762939	409.666320800781
21.5499992370605	339.525390625
21.5550003051758	287.125030517578
21.5599994659424	344.549163818359
21.5650005340576	381.444366455078
21.5699996948242	357.796569824219
21.5750007629395	399.256011962891
21.5799999237061	412.690124511719
21.5849990844727	501.919311523438
21.5900001525879	348.532958984375
21.5949993133545	304.56982421875
21.6000003814697	408.366912841797
21.6049995422363	446.846099853516
21.6100006103516	367.779052734375
21.6149997711182	401.774475097656
21.6200008392334	333.169464111328
21.625	351.654724121094
21.6299991607666	335.027130126953
21.6350002288818	320.429595947266
21.6399993896484	423.484039306641
21.6450004577637	371.288818359375
21.6499996185303	398.910583496094
21.6550006866455	428.481231689453
21.6599998474121	292.955657958984
21.6650009155273	444.812927246094
21.6700000762939	366.276733398438
21.6749992370605	562.584350585938
21.6800003051758	435.330108642578
21.6849994659424	367.41064453125
21.6900005340576	426.333587646484
21.6949996948242	392.186767578125
21.7000007629395	347.578002929688
21.7049999237061	316.6611328125
21.7099990844727	424.550567626953
21.7150001525879	535.296752929688
21.7199993133545	443.698516845703
21.7250003814697	313.902984619141
21.7299995422363	403.986633300781
21.7350006103516	523.559265136719
21.7399997711182	412.837280273438
21.7450008392334	635.428955078125
21.75	429.140533447266
21.7549991607666	432.227569580078
21.7600002288818	472.752014160156
21.7649993896484	439.644317626953
21.7700004577637	347.165954589844
21.7749996185303	337.784637451172
21.7800006866455	374.414672851563
21.7849998474121	371.283447265625
21.7900009155273	415.307983398438
21.7950000762939	531.35400390625
21.7999992370605	408.242614746094
21.8050003051758	565.406372070313
21.8099994659424	345.808441162109
21.8150005340576	533.004272460938
21.8199996948242	541.031066894531
21.8250007629395	332.287963867188
21.8299999237061	518.215759277344
21.8349990844727	493.516326904297
21.8400001525879	605.290405273438
21.8449993133545	386.278656005859
21.8500003814697	565.140869140625
21.8549995422363	628.19140625
21.8600006103516	549.589721679688
21.8649997711182	461.518402099609
21.8700008392334	538.888122558594
21.875	567.624145507813
21.8799991607666	466.506744384766
21.8850002288818	462.100280761719
21.8899993896484	378.18408203125
21.8950004577637	561.934509277344
21.8999996185303	449.123992919922
21.9050006866455	449.291778564453
21.9099998474121	696.122253417969
21.9150009155273	574.630004882813
21.9200000762939	507.375030517578
21.9249992370605	440.149139404297
21.9300003051758	456.082092285156
21.9349994659424	520.628540039063
21.9400005340576	532.7578125
21.9449996948242	614.008850097656
21.9500007629395	503.551330566406
21.9549999237061	514.145080566406
21.9599990844727	554.969848632813
21.9650001525879	516.901794433594
21.9699993133545	846.670166015625
21.9750003814697	523.284423828125
21.9799995422363	703.477478027344
21.9850006103516	696.560791015625
21.9899997711182	786.022521972656
21.9950008392334	731.245788574219
22	570.23876953125
22.0049991607666	667.285949707031
22.0100002288818	700.5498046875
22.0149993896484	837.336303710938
22.0200004577637	552.011535644531
22.0249996185303	624.283996582031
22.0300006866455	635.646179199219
22.0349998474121	608.2294921875
22.0400009155273	780.256042480469
22.0450000762939	736.15771484375
22.0499992370605	827.017883300781
22.0550003051758	729.315490722656
22.0599994659424	612.982971191406
22.0650005340576	645.217041015625
22.0699996948242	777.908630371094
22.0750007629395	679.845458984375
22.0799999237061	675.514892578125
22.0849990844727	669.035339355469
22.0900001525879	773.179809570313
22.0949993133545	771.492553710938
22.1000003814697	752.137878417969
22.1049995422363	792.178894042969
22.1100006103516	788.858459472656
22.1149997711182	886.654846191406
22.1200008392334	862.692565917969
22.125	786.658935546875
22.1299991607666	1021.53668212891
22.1350002288818	748.951599121094
22.1399993896484	808.241455078125
22.1450004577637	820.172912597656
22.1499996185303	921.489074707031
22.1550006866455	656.189270019531
22.1599998474121	857.041625976563
22.1650009155273	799.893371582031
22.1700000762939	1006.99908447266
22.1749992370605	901.985290527344
22.1800003051758	835.6181640625
22.1849994659424	789.204284667969
22.1900005340576	1102.98547363281
22.1949996948242	1157.30456542969
22.2000007629395	989.742248535156
22.2049999237061	908.740844726563
22.2099990844727	1091.18432617188
22.2150001525879	919.943969726563
22.2199993133545	1230.04956054688
22.2250003814697	935.389709472656
22.2299995422363	1145.82751464844
22.2350006103516	925.811462402344
22.2399997711182	781.745422363281
22.2450008392334	983.044555664063
22.25	1135.34838867188
22.2549991607666	1126.93383789063
22.2600002288818	1263.49377441406
22.2649993896484	1293.17651367188
22.2700004577637	1057.0234375
22.2749996185303	1324.77502441406
22.2800006866455	1244.88439941406
22.2849998474121	990.406799316406
22.2900009155273	1182.4912109375
22.2950000762939	1406.28308105469
22.2999992370605	1174.49938964844
22.3050003051758	1175.39404296875
22.3099994659424	1135.83239746094
22.3150005340576	1176.36437988281
22.3199996948242	1134.59655761719
22.3250007629395	1390.11853027344
22.3299999237061	1353.68395996094
22.3349990844727	1500.29089355469
22.3400001525879	1223.26171875
22.3449993133545	1408.95690917969
22.3500003814697	1426.57214355469
22.3549995422363	1717.90441894531
22.3600006103516	1613.85266113281
22.3649997711182	1813.94189453125
22.3700008392334	1258.20056152344
22.375	1591.884765625
22.3799991607666	1637.61499023438
22.3850002288818	1291.01623535156
22.3899993896484	1446.52575683594
22.3950004577637	1416.31823730469
22.3999996185303	1953.08227539063
22.4050006866455	1555.96520996094
22.4099998474121	1493.79162597656
22.4150009155273	1863.48669433594
22.4200000762939	1592.69384765625
22.4249992370605	1748.43933105469
22.4300003051758	1390.37744140625
22.4349994659424	2065.44311523438
22.4400005340576	1704.70092773438
22.4449996948242	1971.35498046875
22.4500007629395	1518.658203125
22.4549999237061	2002.916015625
22.4599990844727	1943.44421386719
22.4650001525879	1855.89477539063
22.4699993133545	1753.40856933594
22.4750003814697	1793.00988769531
22.4799995422363	1709.71496582031
22.4850006103516	1724.54504394531
22.4899997711182	1568.07507324219
22.4950008392334	1759.76318359375
22.5	1745.86694335938
22.5049991607666	1663.0654296875
22.5100002288818	1725.8056640625
22.5149993896484	1877.60717773438
22.5200004577637	1772.42333984375
22.5249996185303	1614.16650390625
22.5300006866455	1607.59020996094
22.5349998474121	1382.80163574219
22.5400009155273	1565.34753417969
22.5450000762939	1870.61279296875
22.5499992370605	1500.74365234375
22.5550003051758	1628.0361328125
22.5599994659424	1805.41284179688
22.5650005340576	1757.00317382813
22.5699996948242	2058.90625
22.5750007629395	1917.63330078125
22.5799999237061	1709.525390625
22.5849990844727	1525.31652832031
22.5900001525879	1954.87390136719
22.5949993133545	2024.04077148438
22.6000003814697	1824.65783691406
22.6049995422363	1843.86499023438
22.6100006103516	2063.1943359375
22.6149997711182	1696.31127929688
22.6200008392334	1975.05249023438
22.625	2067.03247070313
22.6299991607666	2460.2626953125
22.6350002288818	2122.216796875
22.6399993896484	2118.83056640625
22.6450004577637	2079.93310546875
22.6499996185303	2436.68139648438
22.6550006866455	2358.44653320313
22.6599998474121	2199.37133789063
22.6650009155273	2390.83520507813
22.6700000762939	2280.65478515625
22.6749992370605	2087.69482421875
22.6800003051758	2315.93994140625
22.6849994659424	2503.98461914063
22.6900005340576	2348.05249023438
22.6949996948242	2609.80981445313
22.7000007629395	2563.39453125
22.7049999237061	2563.50170898438
22.7099990844727	2689.0703125
22.7150001525879	2757.14208984375
22.7199993133545	2526.69018554688
22.7250003814697	2621.61962890625
22.7299995422363	2489.74096679688
22.7350006103516	2697.23681640625
22.7399997711182	2758.47192382813
22.7450008392334	2766.21704101563
22.75	2739.07275390625
22.7549991607666	2682.21069335938
22.7600002288818	2710.2294921875
22.7649993896484	2628.45825195313
22.7700004577637	2812.27124023438
22.7749996185303	3082.28442382813
22.7800006866455	3467.54638671875
22.7849998474121	3150.81665039063
22.7900009155273	3570.53588867188
22.7950000762939	3229.75024414063
22.7999992370605	3280.81713867188
22.8050003051758	3010.54516601563
22.8099994659424	3740.1953125
