TR_S05_PTO_STO(100)_600c_200mT_1000sh_2hz_Sub RC_04092026	
22.8150005340576	3888.18920898438
22.8199996948242	3498.0244140625
22.8250007629395	3209.20825195313
22.8299999237061	3592.84228515625
22.8349990844727	3742.5537109375
22.8400001525879	3483.45166015625
22.8449993133545	4022.01953125
22.8500003814697	3587.1064453125
22.8549995422363	3679.81860351563
22.8600006103516	3948.43017578125
22.8649997711182	4519.29638671875
22.8700008392334	4181.58740234375
22.875	4407.34228515625
22.8799991607666	4703.7939453125
22.8850002288818	4821.3193359375
22.8899993896484	4791.92529296875
22.8950004577637	4451.8154296875
22.8999996185303	5136.94873046875
22.9050006866455	4738.3193359375
22.9099998474121	5033.82470703125
22.9150009155273	4627.71337890625
22.9200000762939	5155.75830078125
22.9249992370605	5407.06005859375
22.9300003051758	5345.142578125
22.9349994659424	5006.5927734375
22.9400005340576	5504.44921875
22.9449996948242	6173.57080078125
22.9500007629395	6019.21240234375
22.9549999237061	5949.8798828125
22.9599990844727	6198.94140625
22.9650001525879	6326.0927734375
22.9699993133545	6497.1376953125
22.9750003814697	6621.59375
22.9799995422363	7502.06298828125
22.9850006103516	8172.83203125
22.9899997711182	8064.9072265625
22.9950008392334	8519.0029296875
23	8659.787109375
23.0049991607666	9571.9697265625
23.0100002288818	9351.80078125
23.0149993896484	9912.58984375
23.0200004577637	11157.890625
23.0249996185303	11337.94140625
23.0300006866455	11431.21875
23.0349998474121	12410.4072265625
23.0400009155273	12010.6845703125
23.0450000762939	13321.4130859375
23.0499992370605	14639.8095703125
23.0550003051758	15964.025390625
23.0599994659424	17317.529296875
23.0650005340576	18230.716796875
23.0699996948242	19267.240234375
23.0750007629395	21023.580078125
23.0799999237061	22815.96484375
23.0849990844727	24289.2109375
23.0900001525879	27029.23046875
23.0949993133545	29479.2734375
23.1000003814697	31594.82421875
23.1049995422363	35053.9765625
23.1100006103516	38301.09375
23.1149997711182	41444.8125
23.1200008392334	47003.078125
23.125	51777.74609375
23.1299991607666	59854.765625
23.1350002288818	66367.8359375
23.1399993896484	74347.0390625
23.1450004577637	86470.703125
23.1499996185303	98230.4921875
23.1550006866455	112946.7734375
23.1599998474121	130851.4453125
23.1650009155273	155924.3125
23.1700000762939	178939.125
23.1749992370605	212738
23.1800003051758	254753.640625
23.1849994659424	307780.625
23.1900005340576	369429.75
23.1949996948242	453852.4375
23.2000007629395	564735.0625
23.2049999237061	732675.9375
23.2099990844727	957489.0625
23.2150001525879	1300011.125
23.2199993133545	1868817.875
23.2250003814697	3066830.5
23.2299995422363	5239125
23.2350006103516	8019084
23.2399997711182	10186578
23.2450008392334	9601332
23.25	6512544.5
23.2549991607666	3417340.5
23.2600002288818	1851354.375
23.2649993896484	1135896.75
23.2700004577637	786111.1875
23.2749996185303	581633.9375
23.2800006866455	447752.1875
23.2849998474121	348350.6875
23.2900009155273	276559.9375
23.2950000762939	227921.875
23.2999992370605	187442.21875
23.3050003051758	157719.5
23.3099994659424	133171.0625
23.3150005340576	116099.1015625
23.3199996948242	98767.25
23.3250007629395	85295.2578125
23.3299999237061	73203.96875
23.3349990844727	62778.28125
23.3400001525879	57317.75390625
23.3449993133545	48654.66796875
23.3500003814697	45170.96484375
23.3549995422363	42363.17578125
23.3600006103516	36765.87109375
23.3649997711182	35266.72265625
23.3700008392334	34561.95703125
23.375	39851.98828125
23.3799991607666	57768.796875
23.3850002288818	54495.46875
23.3899993896484	34390.9375
23.3950004577637	24478.548828125
23.3999996185303	19959.197265625
23.4050006866455	17552.298828125
23.4099998474121	15897.2802734375
23.4150009155273	14382.1923828125
23.4200000762939	14083.1298828125
23.4249992370605	13024.595703125
23.4300003051758	11836.5283203125
23.4349994659424	10728.626953125
23.4400005340576	11105.740234375
23.4449996948242	9769.7138671875
23.4500007629395	9332.0302734375
23.4549999237061	8575.6767578125
23.4599990844727	8090.02685546875
23.4650001525879	8001.0107421875
23.4699993133545	7307.4404296875
23.4750003814697	6988.9658203125
23.4799995422363	6951.20263671875
23.4850006103516	6106.64404296875
23.4899997711182	6701.251953125
23.4950008392334	5779.10546875
23.5	5163.32861328125
23.5049991607666	5786.10986328125
23.5100002288818	5065.7060546875
23.5149993896484	4749.3115234375
23.5200004577637	4332.66796875
23.5249996185303	4384.71728515625
23.5300006866455	4604.85546875
23.5349998474121	4257.1982421875
23.5400009155273	3602.67407226563
23.5450000762939	3585.44140625
23.5499992370605	3556.13842773438
23.5550003051758	3496.93969726563
23.5599994659424	3612.53833007813
23.5650005340576	3225.41015625
23.5699996948242	3249.06811523438
23.5750007629395	2801.4013671875
23.5799999237061	2865.65112304688
23.5849990844727	2896.5576171875
23.5900001525879	2927.26147460938
23.5949993133545	2562.02734375
23.6000003814697	2672.95971679688
23.6049995422363	2584.81860351563
23.6100006103516	2704.51318359375
23.6149997711182	2596.021484375
23.6200008392334	2418.15087890625
23.625	2109.75268554688
23.6299991607666	2411.54052734375
23.6350002288818	2198.48413085938
23.6399993896484	2073.48657226563
23.6450004577637	2183.10107421875
23.6499996185303	2056.30444335938
23.6550006866455	1787.42736816406
23.6599998474121	1840.24658203125
23.6650009155273	1936.12084960938
23.6700000762939	1767.90734863281
23.6749992370605	1593.68359375
23.6800003051758	1765.86877441406
23.6849994659424	1679.74096679688
23.6900005340576	1815.50695800781
23.6949996948242	1527.85083007813
23.7000007629395	1421.94458007813
23.7049999237061	1730.03747558594
23.7099990844727	1241.47778320313
23.7150001525879	1436.86938476563
23.7199993133545	1344.63525390625
23.7250003814697	1386.73193359375
23.7299995422363	1403.08605957031
23.7350006103516	1254.19006347656
23.7399997711182	1525.9130859375
23.7450008392334	1378.97192382813
23.75	1261.28930664063
23.7549991607666	1461.28332519531
23.7600002288818	1089.55017089844
23.7649993896484	1088.93762207031
23.7700004577637	1400.85900878906
23.7749996185303	1124.50830078125
23.7800006866455	1218.68664550781
23.7849998474121	995.438049316406
23.7900009155273	1204.56774902344
23.7950000762939	1263.91955566406
23.7999992370605	931.383361816406
23.8050003051758	1108.01293945313
23.8099994659424	784.063049316406
23.8150005340576	1121.82360839844
23.8199996948242	807.884704589844
23.8250007629395	1022.50567626953
23.8299999237061	894.865539550781
23.8349990844727	1023.48156738281
23.8400001525879	1015.18481445313
23.8449993133545	977.785949707031
23.8500003814697	916.026733398438
23.8549995422363	821.62646484375
23.8600006103516	1003.94073486328
23.8649997711182	859.916809082031
23.8700008392334	806.323791503906
23.875	875.843688964844
23.8799991607666	805.135009765625
23.8850002288818	779.900390625
23.8899993896484	788.566223144531
23.8950004577637	817.750610351563
23.8999996185303	745.979614257813
23.9050006866455	667.184936523438
23.9099998474121	732.775451660156
23.9150009155273	823.845031738281
23.9200000762939	718.294982910156
23.9249992370605	664.064880371094
23.9300003051758	607.077514648438
23.9349994659424	791.469482421875
23.9400005340576	747.934020996094
23.9449996948242	603.37109375
23.9500007629395	608.023864746094
23.9549999237061	484.239715576172
23.9599990844727	484.103607177734
23.9650001525879	602.922546386719
23.9699993133545	392.079986572266
23.9750003814697	700.00830078125
23.9799995422363	628.228759765625
23.9850006103516	659.782653808594
23.9899997711182	561.590393066406
23.9950008392334	497.558441162109
24	584.673278808594
24.0049991607666	430.224517822266
24.0100002288818	575.28271484375
24.0149993896484	486.067108154297
24.0200004577637	437.582458496094
24.0249996185303	515.715148925781
24.0300006866455	423.660949707031
24.0349998474121	595.382263183594
24.0400009155273	497.249450683594
24.0450000762939	513.037475585938
24.0499992370605	340.154876708984
24.0550003051758	455.703948974609
24.0599994659424	397.874206542969
24.0650005340576	584.0166015625
24.0699996948242	427.530670166016
24.0750007629395	563.111145019531
24.0799999237061	346.441131591797
24.0849990844727	299.824768066406
24.0900001525879	335.548675537109
24.0949993133545	337.245819091797
24.1000003814697	426.978210449219
24.1049995422363	364.736572265625
24.1100006103516	395.489166259766
24.1149997711182	474.903259277344
24.1200008392334	354.875091552734
24.125	382.681823730469
24.1299991607666	427.0224609375
24.1350002288818	462.004943847656
24.1399993896484	386.197326660156
24.1450004577637	395.926177978516
24.1499996185303	340.876831054688
24.1550006866455	365.101226806641
24.1599998474121	404.508575439453
24.1650009155273	341.877624511719
24.1700000762939	246.272964477539
24.1749992370605	280.961059570313
24.1800003051758	415.698028564453
24.1849994659424	404.230194091797
24.1900005340576	402.272430419922
24.1949996948242	375.989044189453
24.2000007629395	327.255310058594
24.2049999237061	338.524780273438
24.2099990844727	363.773101806641
24.2150001525879	301.190185546875
24.2199993133545	407.626831054688
24.2250003814697	284.573577880859
24.2299995422363	306.308044433594
24.2350006103516	281.918548583984
24.2399997711182	250.406494140625
24.2450008392334	299.542785644531
24.25	366.388916015625
24.2549991607666	273.013488769531
24.2600002288818	420.274597167969
24.2649993896484	176.182556152344
24.2700004577637	299.338317871094
24.2749996185303	305.674530029297
24.2800006866455	277.996826171875
24.2849998474121	260.832946777344
24.2900009155273	436.687164306641
24.2950000762939	226.622009277344
24.2999992370605	213.130157470703
24.3050003051758	226.180999755859
24.3099994659424	323.962127685547
24.3150005340576	194.384323120117
24.3199996948242	189.949356079102
24.3250007629395	228.565628051758
24.3299999237061	186.534378051758
24.3349990844727	347.029327392578
24.3400001525879	263.0302734375
24.3449993133545	116.800590515137
24.3500003814697	256.967651367188
24.3549995422363	179.417663574219
24.3600006103516	250.443908691406
24.3649997711182	141.561630249023
24.3700008392334	223.235702514648
24.375	213.597610473633
24.3799991607666	148.401153564453
24.3850002288818	183.099105834961
24.3899993896484	212.995315551758
24.3950004577637	87.7134094238281
24.3999996185303	225.96061706543
24.4050006866455	128.767059326172
24.4099998474121	111.99764251709
24.4150009155273	199.966415405273
24.4200000762939	184.464324951172
24.4249992370605	167.349060058594
24.4300003051758	165.53059387207
24.4349994659424	194.105239868164
24.4400005340576	182.395111083984
24.4449996948242	151.658248901367
24.4500007629395	158.201507568359
24.4549999237061	159.747756958008
24.4599990844727	198.299697875977
24.4650001525879	97.6779708862305
24.4699993133545	88.418098449707
24.4750003814697	176.902008056641
24.4799995422363	141.533615112305
24.4850006103516	227.131042480469
24.4899997711182	117.723976135254
24.4950008392334	123.924736022949
24.5	113.029876708984
24.5049991607666	167.359390258789
24.5100002288818	199.833129882813
24.5149993896484	171.497009277344
24.5200004577637	165.881591796875
24.5249996185303	206.260589599609
24.5300006866455	115.910148620605
24.5349998474121	143.166381835938
24.5400009155273	129.264068603516
24.5450000762939	102.321723937988
24.5499992370605	102.234245300293
24.5550003051758	101.949172973633
24.5599994659424	101.667274475098
24.5650005340576	122.238784790039
24.5699996948242	131.696441650391
24.5750007629395	97.2312164306641
24.5799999237061	115.44506072998
24.5849990844727	108.118492126465
24.5900001525879	96.1159820556641
24.5949993133545	27.1281871795654
24.6000003814697	74.3446197509766
24.6049995422363	103.814636230469
24.6100006103516	111.943382263184
24.6149997711182	70.3455581665039
24.6200008392334	161.357635498047
24.625	78.7430725097656
24.6299991607666	123.937812805176
24.6350002288818	151.128204345703
24.6399993896484	110.536613464355
24.6450004577637	79.816032409668
24.6499996185303	59.7426338195801
24.6550006866455	56.4995498657227
24.6599998474121	102.194793701172
24.6650009155273	83.2435684204102
24.6700000762939	152.475021362305
24.6749992370605	115.586204528809
24.6800003051758	84.975715637207
24.6849994659424	100.720825195313
24.6900005340576	116.382217407227
24.6949996948242	139.572174072266
24.7000007629395	68.8516845703125
24.7049999237061	76.908317565918
24.7099990844727	84.8794097900391
24.7150001525879	93.5798797607422
24.7199993133545	157.871704101563
24.7250003814697	83.3418807983398
24.7299995422363	51.0043334960938
24.7350006103516	60.149772644043
24.7399997711182	110.739822387695
24.7450008392334	116.030899047852
24.75	59.9717407226563
24.7549991607666	55.5894660949707
24.7600002288818	56.0104637145996
24.7649993896484	74.0481414794922
24.7700004577637	82.4924621582031
24.7749996185303	74.0886764526367
24.7800006866455	28.2937850952148
24.7849998474121	0
24.7900009155273	41.7925033569336
24.7950000762939	14.5139598846436
24.7999992370605	32.6624374389648
24.8050003051758	85.0559997558594
24.8099994659424	41.5870666503906
24.8150005340576	64.5606536865234
24.8199996948242	28.0796375274658
24.8250007629395	56.2652893066406
24.8299999237061	101.885986328125
24.8349990844727	73.9891128540039
24.8400001525879	82.8381958007813
24.8449993133545	72.5369491577148
24.8500003814697	32.978946685791
24.8549995422363	0
24.8600006103516	27.2328910827637
24.8649997711182	73.6584014892578
24.8700008392334	83.8014678955078
24.875	14.2387771606445
24.8799991607666	55.2584838867188
24.8850002288818	87.7215805053711
24.8899993896484	75.0719757080078
24.8950004577637	110.822463989258
24.8999996185303	18.2254238128662
24.9050006866455	32.528865814209
24.9099998474121	55.6753730773926
24.9150009155273	83.6314697265625
24.9200000762939	18.3640422821045
24.9249992370605	55.9891700744629
24.9300003051758	41.7745094299316
24.9349994659424	70.7893218994141
24.9400005340576	55.684211730957
24.9449996948242	60.0420074462891
24.9500007629395	41.3162384033203
24.9549999237061	31.8504238128662
24.9599990844727	42.0612258911133
24.9650001525879	82.7834625244141
24.9699993133545	42.463550567627
24.9750003814697	4.65878200531006
24.9799995422363	41.6715126037598
24.9850006103516	27.9318809509277
24.9899997711182	41.2575950622559
24.9950008392334	70.3387680053711
25	27.777271270752
25.0049991607666	61.7783622741699
25.0100002288818	0
25.0149993896484	32.3337783813477
25.0200004577637	74.913200378418
25.0249996185303	28.673900604248
25.0300006866455	57.1690864562988
25.0349998474121	60.3355712890625
25.0400009155273	13.8633127212524
25.0450000762939	23.2107715606689
25.0499992370605	18.8795604705811
25.0550003051758	55.5829124450684
25.0599994659424	32.1644592285156
25.0650005340576	56.007022857666
25.0699996948242	27.7557506561279
25.0750007629395	0
25.0799999237061	31.8162288665771
25.0849990844727	13.5426025390625
25.0900001525879	42.7630081176758
25.0949993133545	13.5220413208008
25.1000003814697	13.9653797149658
25.1049995422363	40.9252128601074
25.1100006103516	27.5822772979736
25.1149997711182	42.7164192199707
25.1200008392334	28.5658893585205
25.125	41.8202705383301
25.1299991607666	13.6870241165161
25.1350002288818	41.1822814941406
25.1399993896484	0
25.1450004577637	14.5131015777588
25.1499996185303	42.5497016906738
25.1550006866455	88.3189392089844
25.1599998474121	46.170539855957
25.1650009155273	40.9924507141113
25.1700000762939	59.6499061584473
25.1749992370605	14.1414136886597
25.1800003051758	69.8010101318359
25.1849994659424	27.5590801239014
25.1900005340576	13.5114507675171
25.1949996948242	27.9779148101807
25.2000007629395	70.0003051757813
25.2049999237061	27.9496994018555
25.2099990844727	27.4027976989746
25.2150001525879	0
25.2199993133545	27.4726543426514
25.2250003814697	18.2583675384521
25.2299995422363	27.8962554931641
25.2350006103516	13.7724142074585
25.2399997711182	4.49035739898682
