TR_S06_PTO_LAO(100)_600c_200mT_1000sh_2hz_XRR_04082026	
2θ, °	Intensity, cps
1.94400000572205	12.6052980422974
1.94799995422363	16.3969135284424
1.95200002193451	15.708194732666
1.9559999704361	28.6895217895508
1.96000003814697	9.50361824035645
1.96399998664856	16.2003536224365
1.96800005435944	15.8822565078735
1.97200000286102	15.7265501022339
1.97599995136261	9.51137447357178
1.98000001907349	12.89111328125
1.98399996757507	22.2585182189941
1.98800003528595	15.6199645996094
1.99199998378754	19.0601463317871
1.99600005149841	19.0439395904541
2	21.8744869232178
2.00399994850159	15.7737989425659
2.00799989700317	15.6729431152344
2.01200008392334	18.9486541748047
2.01600003242493	9.49847793579102
2.01999998092651	9.52632999420166
2.0239999294281	12.5682201385498
2.02800011634827	15.6394290924072
2.03200006484985	19.2257633209229
2.03600001335144	12.9863901138306
2.03999996185303	3.13436460494995
2.04399991035461	15.6496477127075
2.04800009727478	6.13784265518188
2.05200004577637	6.41307687759399
2.05599999427795	3.16571187973022
2.05999994277954	0
2.06399989128113	16.3635082244873
2.06800007820129	16.1001110076904
2.07200002670288	6.34227323532104
2.07599997520447	6.22333860397339
2.07999992370605	3.05680990219116
2.08400011062622	9.37659645080566
2.08800005912781	3.17590427398682
2.09200000762939	19.1428546905518
2.09599995613098	9.43184566497803
2.09999990463257	22.4758052825928
2.10400009155273	9.39073371887207
2.10800004005432	9.60821723937988
2.11199998855591	6.37790727615356
2.1159999370575	6.32769775390625
2.11999988555908	12.7537117004395
2.12400007247925	3.0634663105011
2.12800002098083	3.22268319129944
2.13199996948242	9.27526092529297
2.13599991798401	16.0508098602295
2.14000010490417	22.1726951599121
2.14400005340576	9.19127082824707
2.14800000190735	6.27852439880371
2.15199995040894	15.8383588790894
2.15599989891052	6.23424959182739
2.16000008583069	6.47626304626465
2.16400003433228	9.52348041534424
2.16799998283386	3.16412115097046
2.17199993133545	6.19231414794922
2.17600011825562	12.6483488082886
2.1800000667572	0
2.18400001525879	0
2.18799996376038	6.26223850250244
2.19199991226196	6.17050552368164
2.19600009918213	6.15116596221924
2.20000004768372	9.38645076751709
2.2039999961853	6.51701307296753
2.20799994468689	9.48709964752197
2.21199989318848	9.60347461700439
2.21600008010864	9.70270442962646
2.22000002861023	0
2.22399997711182	12.7160329818726
