TR_S10_PTO_STO(100)_500c_150mT_20000sh_5hz_2theta omega_04162026{1}	
2θ, °	Intensity, cps
16.2959995269775	0
16.3008003234863	14.1025667190552
16.3055992126465	14.1099643707275
16.3104000091553	0
16.3152008056641	0
16.3199996948242	0
16.324800491333	15.646674156189
16.3295993804932	14.8909883499146
16.334400177002	0
16.3391990661621	0
16.3439998626709	14.0714511871338
16.3488006591797	0
16.3535995483398	4.70795583724976
16.3584003448486	4.79563856124878
16.3631992340088	0
16.3680000305176	14.4682083129883
16.3728008270264	14.4616098403931
16.3775997161865	0
16.3824005126953	0
16.3871994018555	0
16.3920001983643	0
16.3967990875244	0
16.4015998840332	0
16.406400680542	33.7336044311523
16.4111995697021	0
16.4160003662109	0
16.4207992553711	29.4694404602051
16.4256000518799	0
16.4304008483887	0
16.4351997375488	0
16.4400005340576	0
16.4447994232178	29.2989883422852
16.4496002197266	0
16.4543991088867	0
16.4591999053955	0
16.4640007019043	0
16.4687995910645	14.7457141876221
16.4736003875732	0
16.4783992767334	0
16.4832000732422	0
16.488000869751	0
16.4927997589111	14.4111680984497
16.4976005554199	0
16.5023994445801	0
16.5072002410889	0
16.511999130249	0
16.5167999267578	29.2487449645996
16.5216007232666	0
16.5263996124268	14.327278137207
16.5312004089355	4.85968208312988
16.5359992980957	0
16.5408000946045	0
16.5456008911133	0
16.5503997802734	0
16.5552005767822	0
16.5599994659424	15.084264755249
16.5648002624512	0
16.5695991516113	28.9867992401123
16.5743999481201	14.1295194625854
16.5792007446289	0
16.5839996337891	14.7305860519409
16.5888004302979	0
16.593599319458	28.1991291046143
16.5984001159668	0
16.6032009124756	4.6853461265564
16.6079998016357	14.7830829620361
16.6128005981445	0
16.6175994873047	0
16.6224002838135	0
16.6271991729736	14.4342184066772
16.6319999694824	0
16.6368007659912	0
16.6415996551514	29.203971862793
16.6464004516602	14.1946725845337
16.6511993408203	4.79650259017944
16.6560001373291	4.74819755554199
16.6608009338379	0
16.665599822998	0
16.6704006195068	0
16.675199508667	0
16.6800003051758	0
16.6847991943359	0
16.6895999908447	0
16.6944007873535	14.6683988571167
16.6991996765137	0
16.7040004730225	0
16.7087993621826	0
16.7136001586914	14.3119125366211
16.7183990478516	0
16.7231998443604	0
16.7280006408691	0
16.7327995300293	0
16.7376003265381	14.5501756668091
16.7423992156982	0
16.747200012207	0
16.7520008087158	14.2802286148071
16.756799697876	0
16.7616004943848	20.2083187103271
16.7663993835449	0
16.7712001800537	0
16.7759990692139	0
16.7807998657227	14.2689361572266
16.7856006622314	0
16.7903995513916	0
16.7952003479004	0
16.7999992370605	14.8419437408447
16.8048000335693	0
16.8096008300781	0
16.8143997192383	0
16.8192005157471	0
16.8239994049072	0
16.828800201416	0
16.8335990905762	0
16.838399887085	0
16.8432006835938	0
