TR_S10_PTO_STO(100)_500c_150mT_20000sh_5hz_2theta omega_04162026{1}	
2θ, °	Intensity, cps
28.161600112915	0
28.1664009094238	0
28.171199798584	14.8909883499146
28.1760005950928	0
28.1807994842529	0
28.1856002807617	0
28.1903991699219	28.839282989502
28.1951999664307	13.7372331619263
28.2000007629395	14.1587419509888
28.2047996520996	13.8998079299927
28.2096004486084	0
28.2143993377686	14.638521194458
28.2192001342773	0
28.2240009307861	14.4430532455444
28.2287998199463	0
28.2336006164551	14.2968330383301
28.2383995056152	0
28.243200302124	0
28.2479991912842	0
28.252799987793	4.86337947845459
28.2576007843018	0
28.2623996734619	0
28.2672004699707	0
28.2719993591309	14.1918954849243
28.2768001556396	0
28.2816009521484	14.7284173965454
28.2863998413086	0
28.2912006378174	0
28.2959995269775	0
28.3008003234863	0
28.3055992126465	15.0058250427246
28.3104000091553	0
28.3152008056641	0
28.3199996948242	0
28.324800491333	0
28.3295993804932	0
28.334400177002	0
28.3391990661621	0
28.3439998626709	0
28.3488006591797	0
28.3535995483398	14.3535223007202
28.3584003448486	14.416033744812
28.3631992340088	0
28.3680000305176	28.1470222473145
28.3728008270264	0
28.3775997161865	0
28.3824005126953	14.4018516540527
28.3871994018555	0
28.3920001983643	0
28.3967990875244	0
28.4015998840332	0
28.406400680542	0
28.4111995697021	0
28.4160003662109	0
28.4207992553711	0
28.4256000518799	0
28.4304008483887	0
28.4351997375488	19.6248035430908
28.4400005340576	19.9627304077148
28.4447994232178	0
28.4496002197266	14.538893699646
28.4543991088867	14.3119125366211
28.4591999053955	0
28.4640007019043	0
28.4687995910645	15.2610759735107
28.4736003875732	14.6895217895508
28.4783992767334	0
28.4832000732422	0
28.488000869751	14.1655340194702
28.4927997589111	0
28.4976005554199	0
28.5023994445801	0
28.5072002410889	0
28.511999130249	0
28.5167999267578	0
28.5216007232666	0
28.5263996124268	0
28.5312004089355	14.7508134841919
28.5359992980957	0
28.5408000946045	0
28.5456008911133	29.3216133117676
28.5503997802734	0
28.5552005767822	0
28.5599994659424	0
28.5648002624512	14.0529651641846
28.5695991516113	0
28.5743999481201	0
28.5792007446289	0
28.5839996337891	0
28.5888004302979	14.7390394210815
28.593599319458	14.1792726516724
28.5984001159668	0
28.6032009124756	0
28.6079998016357	0
28.6128005981445	0
28.6175994873047	19.7953052520752
28.6224002838135	0
28.6271991729736	0
28.6319999694824	0
28.6368007659912	0
28.6415996551514	0
28.6464004516602	0
28.6511993408203	14.2589426040649
28.6560001373291	0
28.6608009338379	14.0696086883545
28.665599822998	0
28.6704006195068	0
28.675199508667	0
28.6800003051758	0
28.6847991943359	0
28.6895999908447	15.1759233474731
28.6944007873535	13.9911708831787
28.6991996765137	4.74696397781372
28.7040004730225	0
28.7087993621826	0
28.7136001586914	15.0328245162964
28.7183990478516	0
28.7231998443604	0
28.7280006408691	0
28.7327995300293	0
28.7376003265381	0
28.7423992156982	0
28.747200012207	0
28.7520008087158	0
28.756799697876	14.6764879226685
28.7616004943848	14.7538280487061
28.7663993835449	0
28.7712001800537	0
28.7759990692139	0
28.7807998657227	14.1373472213745
28.7856006622314	0
28.7903995513916	0
28.7952003479004	0
28.7999992370605	0
28.8048000335693	0
28.8096008300781	0
28.8143997192383	0
28.8192005157471	0
28.8239994049072	0
28.828800201416	4.84038209915161
28.8335990905762	0
28.838399887085	0
28.8432006835938	0
28.8479995727539	14.5346403121948
28.8528003692627	0
28.8575992584229	0
28.8624000549316	0
28.8672008514404	0
28.8719997406006	0
28.8768005371094	0
28.8815994262695	0
28.8864002227783	0
28.8911991119385	13.9978275299072
28.8959999084473	14.4142160415649
28.9008007049561	0
28.9055995941162	0
28.910400390625	0
28.9151992797852	0
28.9200000762939	0
28.9248008728027	0
28.9295997619629	0
28.9344005584717	14.2020616531372
28.9391994476318	14.4562854766846
28.9440002441406	14.9277601242065
28.9487991333008	0
28.9535999298096	14.444953918457
28.9584007263184	0
28.9631996154785	29.2417812347412
28.9680004119873	0
28.9727993011475	0
28.9776000976563	0
28.982400894165	15.4429178237915
28.9871997833252	14.7814769744873
28.992000579834	14.1006660461426
28.9967994689941	0
29.0016002655029	0
29.0063991546631	0
29.0111999511719	14.7029809951782
29.0160007476807	0
29.0207996368408	0
29.0256004333496	18.8766765594482
29.0303993225098	0
29.0352001190186	0
29.0400009155273	0
29.0447998046875	0
29.0496006011963	0
29.0543994903564	19.2864799499512
29.0592002868652	4.82538890838623
29.0639991760254	0
29.0687999725342	14.7652578353882
29.073600769043	14.3754386901855
29.0783996582031	0
29.0832004547119	0
29.0879993438721	0
29.0928001403809	28.7511672973633
29.0976009368896	0
29.1023998260498	0
29.1072006225586	0
29.1119995117188	0
29.1168003082275	0
29.1215991973877	0
29.1263999938965	0
29.1312007904053	0
29.1359996795654	0
29.1408004760742	0
29.1455993652344	0
29.1504001617432	0
29.1551990509033	0
29.1599998474121	0
29.1648006439209	14.750883102417
29.1695995330811	0
29.1744003295898	14.7297067642212
29.17919921875	0
29.1840000152588	0
29.1888008117676	0
29.1935997009277	0
29.1984004974365	14.0214576721191
29.2031993865967	14.3175058364868
29.2080001831055	29.4042930603027
29.2127990722656	0
29.2175998687744	0
29.2224006652832	0
29.2271995544434	14.6537008285522
29.2320003509521	14.2518749237061
29.2367992401123	0
29.2416000366211	0
29.2464008331299	0
29.25119972229	0
29.2560005187988	15.073371887207
29.260799407959	0
29.2656002044678	0
29.2703990936279	0
29.2751998901367	0
29.2800006866455	0
29.2847995758057	0
29.2896003723145	4.91523504257202
29.2943992614746	0
29.2992000579834	14.4658288955688
29.3040008544922	0
29.3087997436523	0
29.3136005401611	0
29.3183994293213	14.694260597229
29.3232002258301	0
29.3279991149902	14.4760494232178
29.332799911499	15.1267910003662
29.3376007080078	0
29.342399597168	0
29.3472003936768	14.208869934082
29.3519992828369	0
29.3568000793457	0
29.3616008758545	0
29.3663997650146	29.1726093292236
29.3712005615234	0
29.3759994506836	19.1798839569092
29.3808002471924	0
29.3855991363525	14.9082288742065
29.3903999328613	0
29.3952007293701	0
29.3999996185303	0
29.4048004150391	0
29.4095993041992	0
29.414400100708	14.9467277526855
29.4192008972168	0
29.423999786377	14.4674797058105
29.4288005828857	0
29.4335994720459	0
29.4384002685547	0
29.4431991577148	14.3632621765137
29.4479999542236	14.5714054107666
29.4528007507324	0
29.4575996398926	0
29.4624004364014	0
29.4671993255615	0
29.4720001220703	0
29.4768009185791	14.0686101913452
29.4815998077393	0
29.486400604248	0
29.4911994934082	14.07652759552
29.496000289917	0
29.5007991790771	0
29.5055999755859	14.7534456253052
29.5104007720947	4.71416997909546
29.5151996612549	0
29.5200004577637	4.73312377929688
29.5247993469238	0
29.5296001434326	0
29.5344009399414	14.8856506347656
29.5391998291016	0
29.5440006256104	14.1366920471191
29.5487995147705	0
29.5536003112793	0
29.5583992004395	0
29.5631999969482	0
29.568000793457	0
29.5727996826172	0
29.577600479126	14.7163305282593
29.5823993682861	4.67071914672852
29.5872001647949	0
29.5919990539551	14.952787399292
29.5967998504639	0
29.6016006469727	0
29.6063995361328	0
29.6112003326416	0
29.6159992218018	0
29.6208000183105	14.0539722442627
29.6256008148193	0
29.6303997039795	0
29.6352005004883	0
29.6399993896484	14.1822099685669
29.6448001861572	0
29.6495990753174	14.5573396682739
29.6543998718262	14.4049129486084
29.659200668335	14.9370336532593
29.6639995574951	0
29.6688003540039	43.8051490783691
29.6735992431641	0
29.6784000396729	0
29.6832008361816	14.1792726516724
29.6879997253418	0
29.6928005218506	0
29.6975994110107	0
29.7024002075195	0
29.7071990966797	0
29.7119998931885	0
29.7168006896973	0
29.7215995788574	0
29.7264003753662	0
29.7311992645264	0
29.7360000610352	0
29.7408008575439	0
29.7455997467041	0
29.7504005432129	14.1132192611694
29.755199432373	14.6564445495605
29.7600002288818	0
29.764799118042	14.4047622680664
29.7695999145508	14.162407875061
29.7744007110596	0
29.7791996002197	14.2231330871582
29.7840003967285	14.8636980056763
29.7887992858887	0
29.7936000823975	0
29.7984008789063	0
29.8031997680664	0
29.8080005645752	0
29.8127994537354	0
29.8176002502441	14.5574588775635
29.8223991394043	14.3206052780151
29.8271999359131	0
29.8320007324219	14.2310514450073
29.836799621582	0
29.8416004180908	0
29.846399307251	0
29.8512001037598	4.84928226470947
29.8560009002686	14.2718505859375
29.8607997894287	14.19886302948
29.8656005859375	0
29.8703994750977	28.847339630127
29.8752002716064	15.538836479187
29.8799991607666	0
29.8847999572754	0
29.8896007537842	14.1851816177368
29.8943996429443	0
29.8992004394531	0
29.9039993286133	0
29.9088001251221	0
29.9136009216309	15.2845430374146
29.918399810791	14.1517353057861
29.9232006072998	0
29.92799949646	0
29.9328002929688	0
29.9375991821289	14.9174280166626
29.9423999786377	0
29.9472007751465	14.4683656692505
29.9519996643066	0
29.9568004608154	0
29.9615993499756	0
29.9664001464844	0
29.9712009429932	0
29.9759998321533	14.6248788833618
29.9808006286621	29.1946506500244
29.9855995178223	15.0058250427246
29.9904003143311	14.4263553619385
29.9951992034912	15.2726259231567
30	0
30.0048007965088	0
30.0095996856689	0
30.0144004821777	0
30.0191993713379	0
30.0240001678467	0
30.0287990570068	14.1249847412109
30.0335998535156	0
30.0384006500244	14.8198623657227
30.0431995391846	0
30.0480003356934	0
30.0527992248535	0
30.0576000213623	0
30.0624008178711	0
30.0671997070313	0
30.07200050354	0
30.0767993927002	0
30.081600189209	4.89567232131958
30.0863990783691	14.8797082901001
30.0911998748779	0
30.0960006713867	0
30.1007995605469	0
30.1056003570557	0
30.1103992462158	0
30.1152000427246	0
30.1200008392334	0
30.1247997283936	0
30.1296005249023	0
30.1343994140625	0
30.1392002105713	0
30.1439990997314	0
30.1487998962402	14.3921785354614
30.153600692749	0
30.1583995819092	0
30.163200378418	0
30.1679992675781	0
30.1728000640869	0
30.1776008605957	0
30.1823997497559	14.5507125854492
30.1872005462646	4.82824373245239
30.1919994354248	0
30.1968002319336	0
30.2015991210938	0
30.2063999176025	14.807861328125
30.2112007141113	0
30.2159996032715	0
30.2208003997803	0
30.2255992889404	0
30.2304000854492	0
30.235200881958	4.69033432006836
30.2399997711182	0
30.244800567627	0
30.2495994567871	13.8998079299927
30.2544002532959	0
30.2591991424561	14.3376951217651
30.2639999389648	0
30.2688007354736	0
30.2735996246338	0
30.2784004211426	0
30.2831993103027	0
30.2880001068115	0
30.2928009033203	0
30.2975997924805	0
30.3024005889893	0
30.3071994781494	0
30.3120002746582	0
30.3167991638184	0
30.3215999603271	4.74969816207886
30.3264007568359	0
30.3311996459961	0
30.3360004425049	0
30.340799331665	0
30.3456001281738	0
30.3504009246826	29.309268951416
30.3551998138428	0
30.3600006103516	0
30.3647994995117	4.89567232131958
30.3696002960205	0
30.3743991851807	14.6686563491821
30.3791999816895	0
30.3840007781982	0
30.3887996673584	0
30.3936004638672	14.3013114929199
30.3983993530273	0
30.4032001495361	0
30.4080009460449	0
30.4127998352051	14.6822319030762
30.4176006317139	0
30.422399520874	14.8240556716919
30.4272003173828	0
30.431999206543	14.9587230682373
30.4368000030518	4.77079296112061
30.4416007995605	0
30.4463996887207	0
30.4512004852295	0
30.4559993743896	0
30.4608001708984	0
30.4655990600586	0
30.4703998565674	30.0588645935059
30.4752006530762	15.1813631057739
30.4799995422363	0
30.4848003387451	14.0028409957886
30.4895992279053	0
30.4944000244141	0
30.4992008209229	0
30.503999710083	0
30.5088005065918	14.8404741287231
30.513599395752	0
30.5184001922607	14.7391157150269
30.5231990814209	14.3626098632813
30.5279998779297	0
30.5328006744385	4.61974811553955
30.5375995635986	14.7305860519409
30.5424003601074	0
30.5471992492676	14.1199350357056
30.5520000457764	0
30.5568008422852	14.612850189209
30.5615997314453	0
30.5664005279541	14.2677822113037
30.5711994171143	14.361120223999
30.576000213623	0
30.5807991027832	0
30.585599899292	14.2555389404297
30.5904006958008	0
30.5951995849609	14.6153020858765
30.6000003814697	0
30.6047992706299	14.9534578323364
30.6096000671387	14.2538595199585
30.6144008636475	0
30.6191997528076	0
30.6240005493164	0
30.6287994384766	0
30.6336002349854	9.43651580810547
30.6383991241455	0
30.6431999206543	14.5058546066284
30.6480007171631	0
30.6527996063232	0
30.657600402832	0
30.6623992919922	0
30.667200088501	0
30.6720008850098	0
30.6767997741699	0
30.6816005706787	0
30.6863994598389	29.2502250671387
30.6912002563477	28.3636779785156
30.6959991455078	0
30.7007999420166	0
30.7056007385254	0
30.7103996276855	0
30.7152004241943	14.2883262634277
30.7199993133545	14.3626098632813
30.7248001098633	14.1969356536865
30.7296009063721	0
30.7343997955322	14.379861831665
30.739200592041	0
30.7439994812012	0
30.74880027771	0
30.7535991668701	30.2662410736084
30.7583999633789	0
30.7632007598877	0
30.7679996490479	0
30.7728004455566	14.3010396957397
30.7775993347168	14.7551927566528
30.7824001312256	0
30.7872009277344	13.7986755371094
30.7919998168945	14.5518579483032
30.7968006134033	14.7970943450928
30.8015995025635	0
30.8064002990723	0
30.8111991882324	0
30.8159999847412	0
30.82080078125	14.14719581604
30.8255996704102	0
30.8304004669189	14.1723804473877
30.8351993560791	0
30.8400001525879	0
30.8448009490967	0
30.8495998382568	14.5744333267212
30.8544006347656	0
30.8591995239258	0
30.8640003204346	0
30.8687992095947	0
30.8736000061035	14.8531131744385
30.8784008026123	0
30.8831996917725	0
30.8880004882813	13.9660997390747
30.8927993774414	0
30.8976001739502	0
30.9023990631104	14.1132192611694
30.9071998596191	14.4257202148438
30.9120006561279	0
30.9167995452881	0
30.9216003417969	29.756591796875
30.926399230957	0
30.9312000274658	0
30.9360008239746	0
30.9407997131348	0
30.9456005096436	0
30.9503993988037	0
30.9552001953125	0
30.9599990844727	0
30.9647998809814	14.891773223877
30.9696006774902	0
30.9743995666504	0
30.9792003631592	0
30.9839992523193	0
30.9888000488281	0
30.9936008453369	14.4708023071289
30.9983997344971	0
31.0032005310059	14.5996026992798
31.007999420166	14.7429504394531
31.0128002166748	14.7276172637939
31.017599105835	0
31.0223999023438	14.313868522644
31.0272006988525	0
31.0319995880127	13.8589172363281
31.0368003845215	0
31.0415992736816	14.3754386901855
31.0464000701904	0
31.0512008666992	0
31.0559997558594	13.8662128448486
31.0608005523682	0
31.0655994415283	0
31.0704002380371	14.637900352478
31.0751991271973	28.7346305847168
31.0799999237061	0
31.0848007202148	14.6266784667969
31.089599609375	0
31.0944004058838	19.6525058746338
31.0991992950439	0
31.1040000915527	0
31.1088008880615	14.5134725570679
31.1135997772217	14.6149806976318
31.1184005737305	0
31.1231994628906	28.3456573486328
31.1280002593994	0
31.1327991485596	0
31.1375999450684	0
31.1424007415771	0
31.1471996307373	0
31.1520004272461	0
31.1567993164063	0
31.161600112915	0
31.1664009094238	0
31.171199798584	0
31.1760005950928	15.1056232452393
31.1807994842529	0
31.1856002807617	0
31.1903991699219	0
31.1951999664307	0
31.2000007629395	0
31.2047996520996	0
31.2096004486084	0
31.2143993377686	14.589750289917
31.2192001342773	0
31.2240009307861	0
31.2287998199463	0
31.2336006164551	0
31.2383995056152	0
31.243200302124	0
31.2479991912842	4.63460779190063
31.252799987793	29.4441909790039
31.2576007843018	0
31.2623996734619	0
31.2672004699707	14.1996440887451
31.2719993591309	0
31.2768001556396	0
31.2816009521484	0
31.2863998413086	0
31.2912006378174	0
31.2959995269775	14.4189281463623
31.3008003234863	14.9174280166626
31.3055992126465	14.4567623138428
31.3104000091553	0
31.3152008056641	0
31.3199996948242	15.5153245925903
31.324800491333	0
31.3295993804932	14.2459964752197
31.334400177002	0
31.3391990661621	0
31.3439998626709	4.59294128417969
31.3488006591797	14.1259117126465
31.3535995483398	0
31.3584003448486	29.4081573486328
31.3631992340088	4.77122783660889
31.3680000305176	0
31.3728008270264	0
31.3775997161865	14.1615352630615
31.3824005126953	0
31.3871994018555	14.2887134552002
31.3920001983643	0
31.3967990875244	0
31.4015998840332	0
31.406400680542	0
31.4111995697021	0
31.4160003662109	14.9085302352905
31.4207992553711	0
31.4256000518799	16.0685005187988
31.4304008483887	14.3792543411255
31.4351997375488	0
31.4400005340576	14.8946332931519
31.4447994232178	14.1054611206055
31.4496002197266	0
31.4543991088867	29.9624729156494
31.4591999053955	0
31.4640007019043	14.5134725570679
31.4687995910645	0
31.4736003875732	0
31.4783992767334	0
31.4832000732422	14.3929624557495
31.488000869751	0
31.4927997589111	0
31.4976005554199	0
31.5023994445801	0
31.5072002410889	0
31.511999130249	0
31.5167999267578	0
31.5216007232666	0
31.5263996124268	0
31.5312004089355	14.4342832565308
31.5359992980957	0
31.5408000946045	0
31.5456008911133	0
31.5503997802734	0
31.5552005767822	15.0838050842285
31.5599994659424	14.0683288574219
31.5648002624512	14.2005004882813
31.5695991516113	0
31.5743999481201	14.1405925750732
31.5792007446289	0
31.5839996337891	0
31.5888004302979	0
31.593599319458	0
31.5984001159668	4.90274906158447
31.6032009124756	0
31.6079998016357	0
31.6128005981445	0
31.6175994873047	0
31.6224002838135	14.7235279083252
31.6271991729736	14.7773494720459
31.6319999694824	14.77064037323
31.6368007659912	29.0222797393799
31.6415996551514	0
31.6464004516602	4.75545167922974
31.6511993408203	0
31.6560001373291	0
31.6608009338379	0
31.665599822998	0
31.6704006195068	0
31.675199508667	0
31.6800003051758	0
31.6847991943359	14.6831302642822
31.6895999908447	29.4498043060303
31.6944007873535	0
31.6991996765137	0
31.7040004730225	0
31.7087993621826	0
31.7136001586914	0
31.7183990478516	0
31.7231998443604	0
31.7280006408691	0
31.7327995300293	0
31.7376003265381	0
31.7423992156982	0
31.747200012207	13.9668712615967
31.7520008087158	0
31.756799697876	0
31.7616004943848	14.1969356536865
31.7663993835449	0
31.7712001800537	14.2613496780396
31.7759990692139	14.2520380020142
31.7807998657227	13.9941720962524
31.7856006622314	0
31.7903995513916	0
31.7952003479004	0
31.7999992370605	0
31.8048000335693	0
31.8096008300781	14.1919555664063
31.8143997192383	0
31.8192005157471	13.7372331619263
31.8239994049072	14.3175058364868
31.828800201416	0
31.8335990905762	0
31.838399887085	14.1806764602661
31.8432006835938	0
31.8479995727539	4.69033432006836
31.8528003692627	0
31.8575992584229	0
31.8624000549316	4.70030069351196
31.8672008514404	0
31.8719997406006	14.4189081192017
31.8768005371094	0
31.8815994262695	0
31.8864002227783	14.454571723938
31.8911991119385	0
31.8959999084473	0
31.9008007049561	0
31.9055995941162	0
31.910400390625	18.6812572479248
31.9151992797852	0
31.9200000762939	0
31.9248008728027	0
31.9295997619629	0
31.9344005584717	0
31.9391994476318	0
31.9440002441406	29.1817722320557
31.9487991333008	0
31.9535999298096	0
31.9584007263184	0
31.9631996154785	0
31.9680004119873	0
31.9727993011475	0
31.9776000976563	0
31.982400894165	0
31.9871997833252	0
31.992000579834	14.4367876052856
31.9967994689941	0
32.0015983581543	0
32.0064010620117	0
32.0111999511719	0
32.015998840332	0
32.0208015441895	0
32.0256004333496	0
32.0303993225098	0
32.0351982116699	0
32.0400009155273	0
32.0447998046875	14.7624559402466
32.0495986938477	0
32.0544013977051	14.5841722488403
32.0592002868652	0
32.0639991760254	14.0983839035034
32.0688018798828	14.5714054107666
32.073600769043	0
32.0783996582031	14.4885377883911
32.0831985473633	0
32.0880012512207	0
32.0928001403809	0
32.097599029541	0
32.1024017333984	0
32.1072006225586	4.85495710372925
32.1119995117188	0
32.1167984008789	0
32.1216011047363	0
32.1263999938965	0
32.1311988830566	4.77431726455688
32.1360015869141	0
32.1408004760742	0
32.1455993652344	14.4629001617432
32.1503982543945	0
32.155200958252	0
32.1599998474121	0
32.1647987365723	0
32.1696014404297	0
32.1744003295898	0
32.17919921875	0
32.1839981079102	0
32.1888008117676	0
32.1935997009277	4.80314922332764
32.1983985900879	0
32.2032012939453	0
32.2080001831055	0
32.2127990722656	14.841329574585
32.217601776123	0
32.2224006652832	14.207745552063
32.2271995544434	0
32.2319984436035	4.80589580535889
32.2368011474609	0
32.2416000366211	14.8896608352661
32.2463989257813	4.75545167922974
32.2512016296387	14.232871055603
32.2560005187988	0
32.260799407959	4.82118129730225
32.2655982971191	0
32.2704010009766	0
32.2751998901367	0
32.2799987792969	14.1405925750732
32.2848014831543	0
32.2896003723145	0
32.2943992614746	0
32.2991981506348	0
32.3040008544922	15.3159875869751
32.3087997436523	0
32.3135986328125	14.5786914825439
32.3184013366699	14.2297496795654
32.3232002258301	0
32.3279991149902	0
32.3328018188477	0
32.3376007080078	0
32.342399597168	0
32.3471984863281	0
32.3520011901855	0
32.3568000793457	0
32.3615989685059	0
32.3664016723633	14.7542734146118
32.3712005615234	0
32.3759994506836	0
32.3807983398438	14.4709215164185
32.3856010437012	0
32.3903999328613	0
32.3951988220215	0
32.4000015258789	14.8211135864258
32.4048004150391	0
32.4095993041992	28.7680358886719
32.4143981933594	0
32.4192008972168	0
32.423999786377	0
32.4287986755371	0
32.4336013793945	0
32.4384002685547	0
32.4431991577148	0
32.4480018615723	0
32.4528007507324	43.0451316833496
32.4575996398926	0
32.4623985290527	0
32.4672012329102	0
32.4720001220703	29.3749904632568
32.4767990112305	0
32.4816017150879	29.9400844573975
32.486400604248	14.9344053268433
32.4911994934082	0
32.4959983825684	0
32.5008010864258	0
32.5055999755859	0
32.5103988647461	0
32.5152015686035	0
32.5200004577637	0
32.5247993469238	0
32.529598236084	0
32.5344009399414	0
32.5391998291016	0
32.5439987182617	0
32.5488014221191	0
32.5536003112793	14.1405925750732
32.5583992004395	14.523998260498
32.5632019042969	0
32.568000793457	0
32.5727996826172	0
32.5775985717773	0
32.5824012756348	14.1732759475708
32.5872001647949	0
32.5919990539551	0
32.5968017578125	0
32.6016006469727	0
32.6063995361328	0
32.611198425293	0
32.6160011291504	0
32.6208000183105	0
32.6255989074707	14.4049654006958
32.6304016113281	0
32.6352005004883	0
32.6399993896484	0
32.6447982788086	0
32.649600982666	0
32.6543998718262	0
32.6591987609863	14.8472938537598
32.6640014648438	0
32.6688003540039	0
32.6735992431641	0
32.6783981323242	0
32.6832008361816	0
32.6879997253418	0
32.692798614502	0
32.6976013183594	14.2813768386841
32.7024002075195	0
32.7071990966797	0
32.7120018005371	0
32.7168006896973	0
32.7215995788574	14.8855848312378
32.7263984680176	0
32.731201171875	0
32.7360000610352	15.084264755249
32.7407989501953	0
32.7456016540527	0
32.7504005432129	0
32.755199432373	0
32.7599983215332	14.1295194625854
32.7648010253906	0
32.7695999145508	0
32.7743988037109	0
32.7792015075684	0
32.7840003967285	0
32.7887992858887	0
32.7935981750488	0
32.7984008789063	0
32.8031997680664	0
32.8079986572266	14.4872980117798
32.812801361084	0
32.8176002502441	0
32.8223991394043	28.4192333221436
32.8272018432617	29.3703269958496
32.8320007324219	0
32.836799621582	0
32.8415985107422	0
32.8464012145996	0
32.8512001037598	0
32.8559989929199	14.2749977111816
32.8608016967773	0
32.8656005859375	0
32.8703994750977	0
32.8751983642578	0
32.8800010681152	0
32.8847999572754	0
32.8895988464355	0
32.894401550293	14.3771781921387
32.8992004394531	0
32.9039993286133	14.9378232955933
32.9087982177734	0
32.9136009216309	0
32.918399810791	0
32.9231986999512	0
32.9280014038086	0
32.9328002929688	14.2632246017456
32.9375991821289	14.8471813201904
32.9424018859863	28.9275341033936
32.9472007751465	0
32.9519996643066	0
32.9567985534668	0
32.9616012573242	0
32.9664001464844	0
32.9711990356445	0
32.976001739502	0
32.9808006286621	0
32.9855995178223	0
32.9903984069824	0
32.9952011108398	0
33	0
33.0047988891602	15.1891174316406
33.0096015930176	0
33.0144004821777	0
33.0191993713379	0
33.023998260498	0
33.0288009643555	0
33.0335998535156	0
33.0383987426758	0
33.0432014465332	0
33.0480003356934	0
33.0527992248535	4.80251741409302
33.0575981140137	0
33.0624008178711	14.88099193573
33.0671997070313	14.614128112793
33.0719985961914	0
33.0768013000488	0
33.081600189209	14.2223587036133
33.0863990783691	0
33.0912017822266	0
33.0960006713867	0
33.1007995605469	0
33.105598449707	0
33.1104011535645	0
33.1152000427246	0
33.1199989318848	0
33.1248016357422	0
33.1296005249023	0
33.1343994140625	0
33.1391983032227	0
33.1440010070801	14.7594776153564
33.1487998962402	0
33.1535987854004	14.1812677383423
33.1584014892578	0
33.163200378418	0
33.1679992675781	14.8426952362061
33.1727981567383	0
33.1776008605957	0
33.1823997497559	13.9288558959961
33.187198638916	0
33.1920013427734	0
33.1968002319336	0
33.2015991210938	0
33.2064018249512	0
33.2112007141113	0
33.2159996032715	0
33.2207984924316	0
33.2256011962891	0
33.2304000854492	0
33.2351989746094	0
33.2400016784668	0
33.244800567627	0
33.2495994567871	0
33.2543983459473	0
33.2592010498047	13.9869041442871
33.2639999389648	0
33.268798828125	0
33.2736015319824	0
33.2784004211426	0
33.2831993103027	0
33.2879981994629	0
33.2928009033203	0
33.2975997924805	0
33.3023986816406	0
33.307201385498	0
33.3120002746582	14.7633323669434
33.3167991638184	0
33.3216018676758	0
33.3264007568359	0
33.3311996459961	0
33.3359985351563	0
33.3408012390137	0
33.3456001281738	0
33.350399017334	0
33.3552017211914	0
33.3600006103516	0
33.3647994995117	14.9841470718384
33.3695983886719	0
33.3744010925293	0
33.3791999816895	0
33.3839988708496	0
33.388801574707	0
33.3936004638672	0
33.3983993530273	0
33.4031982421875	0
33.4080009460449	0
33.4127998352051	0
33.4175987243652	0
33.4224014282227	0
33.4272003173828	0
33.431999206543	0
33.4367980957031	14.4658288955688
33.4416007995605	0
33.4463996887207	0
33.4511985778809	0
33.4560012817383	15.2962207794189
33.4608001708984	15.2538003921509
33.4655990600586	0
33.470401763916	14.4624147415161
33.4752006530762	0
33.4799995422363	0
33.4847984313965	0
33.4896011352539	0
33.4944000244141	0
33.4991989135742	0
33.5040016174316	0
33.5088005065918	0
33.513599395752	0
33.5183982849121	0
33.5232009887695	0
33.5279998779297	0
33.5327987670898	0
33.5376014709473	0
33.5424003601074	0
33.5471992492676	0
33.5519981384277	0
33.5568008422852	14.4248352050781
33.5615997314453	0
33.5663986206055	14.5191650390625
33.5712013244629	0
33.576000213623	0
33.5807991027832	0
33.5856018066406	0
33.5904006958008	0
33.5951995849609	0
33.5999984741211	0
33.6048011779785	0
33.6096000671387	0
33.6143989562988	0
33.6192016601563	0
33.6240005493164	0
33.6287994384766	0
33.6335983276367	0
33.6384010314941	0
33.6431999206543	0
33.6479988098145	0
33.6528015136719	0
33.657600402832	0
33.6623992919922	0
33.6671981811523	14.5979957580566
33.6720008850098	0
33.6767997741699	0
33.6815986633301	0
33.6864013671875	14.6222476959229
33.6912002563477	0
33.6959991455078	14.1890068054199
33.7008018493652	0
33.7056007385254	0
33.7103996276855	14.6512575149536
33.7151985168457	14.2883262634277
33.7200012207031	0
33.7248001098633	0
33.7295989990234	0
33.7344017028809	14.6922407150269
33.739200592041	14.4268026351929
33.7439994812012	0
33.7487983703613	0
33.7536010742188	0
33.7583999633789	0
33.7631988525391	0
33.7680015563965	0
33.7728004455566	14.5669364929199
33.7775993347168	0
33.782398223877	0
33.7872009277344	0
33.7919998168945	0
33.7967987060547	0
33.8016014099121	0
33.8064002990723	0
33.8111991882324	0
33.8160018920898	0
33.82080078125	0
33.8255996704102	14.3988151550293
33.8303985595703	0
33.8352012634277	14.6454277038574
33.8400001525879	0
33.844799041748	0
33.8496017456055	29.1358032226563
33.8544006347656	29.3208065032959
33.8591995239258	0
33.8639984130859	0
33.8688011169434	0
33.8736000061035	0
33.8783988952637	0
33.8832015991211	0
33.8880004882813	0
33.8927993774414	0
33.8975982666016	14.3944473266602
33.902400970459	0
33.9071998596191	0
33.9119987487793	0
33.9168014526367	28.6723136901855
33.9216003417969	0
33.926399230957	0
33.9311981201172	0
33.9360008239746	0
33.9407997131348	0
33.9455986022949	0
33.9504013061523	0
33.9552001953125	0
33.9599990844727	0
33.9648017883301	0
33.9696006774902	0
33.9743995666504	0
33.9791984558105	0
33.984001159668	0
33.9888000488281	0
33.9935989379883	0
